ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0016-0008-0003-0004;0016-0008-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;54392
0016-0008-0003-0005;0016-0008-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;29500
0016-0008-0003-0006;0016-0008-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;47094
0016-0008-0003-0007;0016-0008-0003;d;Dysponent;Ministerstwo Zdrowia;46;;22901
0016-0008-0003-0008;0016-0008-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;1000
0016-0008-0003-0009;0016-0008-0003;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0016-0008-0003-0010;0016-0008-0003;d;Dysponent;Wojewodowie;85;;3239
0017;;a;FUNKCJA 17;KSZTAŁTOWANIE ROZWOJU REGIONALNEGO KRAJU;;;2589636
0017-0001;0017;b;Zadanie 17.1;Wsparcie rozwoju regionalnego kraju;;;1402195
0017-0001-0001;0017-0001;c;Podzadanie 17.1.1;Wsparcie regionów w zakresie wzrostu poziomu zatrudnienia i spójności gospodarczej;;;497289
0017-0001-0001-0001;0017-0001-0001;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;497289
0017-0001-0001-0002;0017-0001-0001;d;Dysponent;Wojewodowie;85;;0
0017-0001-0002;0017-0001;c;Podzadanie 17.1.2;Wsparcie rozwoju poszczególnych województw w ramach 16 RPO;;;792101
0017-0001-0002-0001;0017-0001-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;7465
0017-0001-0002-0002;0017-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;427
0017-0001-0002-0003;0017-0001-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;784209
0017-0001-0002-0004;0017-0001-0002;d;Dysponent;Wojewodowie;85;;0
0017-0001-0003;0017-0001;c;Podzadanie 17.1.3;Wsparcie województw Polski Wschodniej;;;112805
0017-0001-0003-0001;0017-0001-0003;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;112805
0017-0002;0017;b;Zadanie 17.2;Zamykanie programów Narodowego Planu Rozwoju 2004- 2006;;;13073
0017-0002-0001;0017-0002;c;Podzadanie 17.2.1;Zamykanie pomocy w ramach programów Narodowego Planu Rozwoju 2004-2006;;;13073
0017-0002-0001-0001;0017-0002-0001;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;130
0017-0002-0001-0002;0017-0002-0001;d;Dysponent;Wojewodowie;85;;12943
0017-0002-0002;0017-0002;c;Podzadanie 17.2.2;Realizacja Funduszu Spójności 2004-2006, w tym zamknięcie pomocy w ramach programu;;;0
0017-0002-0002-0001;0017-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0017-0003;0017;b;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;;;1128137
0017-0003-0001;0017-0003;c;Podzadanie 17.3.1;Koordynacja NSRO 2007-2013 i zarządzanie realizacją PO Pomoc Techniczna;;;224874
0017-0003-0001-0001;0017-0003-0001;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;12065
0017-0003-0001-0002;0017-0003-0001;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;192888
0017-0003-0001-0003;0017-0003-0001;d;Dysponent;Ministerstwo Środowiska;41;;6888
0017-0003-0001-0004;0017-0003-0001;d;Dysponent;Wojewodowie;85;;13033
0017-0003-0002;0017-0003;c;Podzadanie 17.3.2;Zarządzanie realizacją PO Innowacyjna Gospodarka;;;7757
0017-0003-0002-0001;0017-0003-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;7757
0017-0003-0003;0017-0003;c;Podzadanie 17.3.3;Zarządzanie realizacją PO Infrastruktura i Środowisko;;;10965
0017-0003-0003-0001;0017-0003-0003;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;10965
0017-0003-0004;0017-0003;c;Podzadanie 17.3.4;Zarządzanie realizacją PO Kapitał Ludzki;;;27892
0017-0003-0004-0001;0017-0003-0004;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;27892
0017-0003-0005;0017-0003;c;Podzadanie 17.3.5;Zarządzanie realizacją PO Rozwój Polski Wschodniej;;;5854
0017-0003-0005-0001;0017-0003-0005;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;5854
0017-0003-0006;0017-0003;c;Podzadanie 17.3.6;Zarządzanie realizacją PO Europejskiej Współpracy Terytorialnej i Europejskiego Instrumentu Sąsiedztwa i Partnerstwa;;;39649
0017-0003-0006-0001;0017-0003-0006;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;321
0017-0003-0006-0002;0017-0003-0006;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;35531
0017-0003-0006-0003;0017-0003-0006;d;Dysponent;Wojewodowie;85;;3797
0017-0003-0007;0017-0003;c;Podzadanie 17.3.7;Realizacja PO Pomoc techniczna służąca wdrażaniu programów NSRO 2007-2013;;;38849
0017-0003-0007-0001;0017-0003-0007;d;Dysponent;Ministerstwo Infrastruktury;21;;614
0017-0003-0007-0002;0017-0003-0007;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;2461
0017-0003-0007-0003;0017-0003-0007;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;7841
0017-0003-0007-0004;0017-0003-0007;d;Dysponent;Ministerstwo Infrastruktury;39;;14078
0017-0003-0007-0005;0017-0003-0007;d;Dysponent;Ministerstwo Zdrowia;46;;4418
0017-0003-0007-0006;0017-0003-0007;d;Dysponent;Wojewodowie;85;;9437
0017-0003-0008;0017-0003;c;Podzadanie 17.3.8;Wdrażanie PO Innowacyjna Gospodarka;;;164817
0017-0003-0008-0001;0017-0003-0008;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;144925
0017-0003-0008-0002;0017-0003-0008;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;3152
0017-0003-0008-0003;0017-0003-0008;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;16740
0017-0003-0009;0017-0003;c;Podzadanie 17.3.9;Wdrażanie PO Infrastruktura i Środowisko;;;279328
0017-0003-0009-0001;0017-0003-0009;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;25998
0017-0003-0009-0002;0017-0003-0009;d;Dysponent;Ministerstwo Infrastruktury;39;;199636
0017-0003-0009-0003;0017-0003-0009;d;Dysponent;Ministerstwo Środowiska;41;;41100
0017-0003-0009-0004;0017-0003-0009;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;6550
0017-0003-0009-0005;0017-0003-0009;d;Dysponent;Ministerstwo Zdrowia;46;;6044
0017-0003-0010;0017-0003;c;Podzadanie 17.3.10;Wdrażanie PO Kapitał Ludzki;;;312810
0017-0003-0010-0001;0017-0003-0010;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;5454
0017-0003-0010-0002;0017-0003-0010;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;94605
0017-0003-0010-0003;0017-0003-0010;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;208762
0017-0003-0010-0004;0017-0003-0010;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1154
0017-0003-0010-0005;0017-0003-0010;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;835
0017-0003-0010-0006;0017-0003-0010;d;Dysponent;Ministerstwo Zdrowia;46;;2000
0017-0003-0010-0007;0017-0003-0010;d;Dysponent;Wojewodowie;85;;0
0017-0003-0011;0017-0003;c;Podzadanie 17.3.11;Wdrażanie PO Rozwój Polski Wschodniej;;;11071
0017-0003-0011-0001;0017-0003-0011;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;11071
0017-0003-0012;0017-0003;c;Podzadanie 17.3.12;Wdrażanie PO Europejskiej Współpracy Terytorialnej i Europejskiego Instrumentu Sąsiedztwa i Partnerstwa;;;4271
0017-0003-0012-0001;0017-0003-0012;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1194
0017-0003-0012-0002;0017-0003-0012;d;Dysponent;Wojewodowie;85;;3077
0017-0004;0017;b;Zadanie 17.4;Zarządzanie realizacją i wdrażanie projektów w ramach programów finansowanych z udziałem niepodlegających zwrotowi środków pomocowych;;;46231
0017-0004-0001;0017-0004;c;Podzadanie 17.4.1;Zarządzanie i wdrażanie zadań w ramach Mechanizmu Finansowego EOG (2004-2009) oraz Norweskiego Mechanizmu Finansowego (2004- 2009), w tym zamknięcie pomocy;;;17416
0017-0004-0001-0001;0017-0004-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;11780
0017-0004-0001-0002;0017-0004-0001;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;793
0017-0004-0001-0003;0017-0004-0001;d;Dysponent;Ministerstwo Środowiska;41;;387
0017-0004-0001-0004;0017-0004-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;2274
0017-0004-0001-0005;0017-0004-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;1546
0017-0004-0001-0006;0017-0004-0001;d;Dysponent;Ministerstwo Zdrowia;46;;636
0017-0004-0002;0017-0004;c;Podzadanie 17.4.2;Zarządzanie i wdrażanie zadań w ramach Mechanizmu Finansowego EOG (2009-2014) oraz Norweskiego Mechanizmu Finansowego (2009- 2014);;;9624
0017-0004-0002-0001;0017-0004-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;2127
0017-0004-0002-0002;0017-0004-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;4000
0017-0004-0002-0003;0017-0004-0002;d;Dysponent;Ministerstwo Środowiska;41;;1033
0017-0004-0002-0004;0017-0004-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;797
0017-0004-0002-0005;0017-0004-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0017-0004-0002-0006;0017-0004-0002;d;Dysponent;Ministerstwo Zdrowia;46;;1667
0017-0004-0003;0017-0004;c;Podzadanie 17.4.3;Zarządzanie i wdrażanie zadań w ramach Szwajcarsko-Polskiego Programu Współpracy (SPPW);;;3472
0017-0004-0003-0001;0017-0004-0003;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;441
0017-0004-0003-0002;0017-0004-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;2382
0017-0004-0003-0003;0017-0004-0003;d;Dysponent;Ministerstwo Zdrowia;46;;389
0017-0004-0003-0004;0017-0004-0003;d;Dysponent;Wojewodowie;85;;260
0017-0004-0004;0017-0004;c;Podzadanie 17.4.4;Wdrażanie zadań, projektów i grantów w ramach środków Mechanizmu Finansowego EOG oraz Norweskiego Mechnizmu Finansowego;;;3822
0017-0004-0004-0001;0017-0004-0004;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;3822
0017-0004-0005;0017-0004;c;Podzadanie 17.4.5;Wdrażanie zadań, projektów i grantów w ramach środków Szwajcarsko-Polskiego programu Wspólpracy (SPPW);;;3481
0017-0004-0005-0001;0017-0004-0005;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;3481
0017-0004-0006;0017-0004;c;Podzadanie 17.4.6;Zarządzanie realizacją pozostałych programów finansowanych z udziałem bezzwrotnej pomocy zagranicznej;;;8416
0017-0004-0006-0001;0017-0004-0006;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;80
0017-0004-0006-0002;0017-0004-0006;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;4988
0017-0004-0006-0003;0017-0004-0006;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;1467
0017-0004-0006-0004;0017-0004-0006;d;Dysponent;Wojewodowie;85;;1881
0018;;a;FUNKCJA 18;SPRAWIEDLIWOŚĆ;;;9034810
0018-0001;0018;b;Zadanie 18.1;Sprawowanie wymiaru sprawiedliwości przez sądy powszechne i wojskowe;;;5926699
0018-0001-0001;0018-0001;c;Podzadanie 18.1.1;Działalność orzecznicza;;;4412656
0018-0001-0001-0001;0018-0001-0001;d;Dysponent;Ministerstwo Sprawiedliwości;15;;4396546
0018-0001-0001-0002;0018-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;16110
0018-0001-0002;0018-0001;c;Podzadanie 18.1.2;Działalność pozaorzecznicza;;;1447325
0018-0001-0002-0001;0018-0001-0002;d;Dysponent;Ministerstwo Sprawiedliwości;15;;1444344
0018-0001-0002-0002;0018-0001-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;2981
0018-0001-0003;0018-0001;c;Podzadanie 18.1.3;Wypłata odszkodowań i zadośćuczynień orzekanych przez sądy;;;66718
0018-0001-0003-0001;0018-0001-0003;d;Dysponent;Ministerstwo Sprawiedliwości;15;;66718
0018-0002;0018;b;Zadanie 18.2;Sprawowanie wymiaru sprawiedliwości przez sądownictwo administracyjne;;;359976
0018-0002-0001;0018-0002;c;Podzadanie 18.2.1;Działalność orzecznicza;;;356165
0018-0002-0001-0001;0018-0002-0001;d;Dysponent;Naczelny Sąd Administracyjny;05;;356165
0018-0002-0002;0018-0002;c;Podzadanie 18.2.2;Nadzór administracyjny nad działalnością sądów;;;228
0018-0002-0002-0001;0018-0002-0002;d;Dysponent;Naczelny Sąd Administracyjny;05;;228
0018-0002-0003;0018-0002;c;Podzadanie 18.2.3;Tworzenie warunków ogólnoadministarcyjnych do podnoszenia jakości orzecznictwa;;;3583
0018-0002-0003-0001;0018-0002-0003;d;Dysponent;Naczelny Sąd Administracyjny;05;;3583
0018-0003;0018;b;Zadanie 18.3;Sprawowanie wymiaru sprawiedliwości przez Sąd Najwyższy oraz działalność KRS;;;85700
0018-0003-0001;0018-0003;c;Podzadanie 18.3.1;Działalność orzecznicza Sądu Najwyższego;;;74049
0018-0003-0001-0001;0018-0003-0001;d;Dysponent;Sąd Najwyższy;04;;74049
0018-0003-0002;0018-0003;c;Podzadanie 18.3.2;Strzeżenie niezależności sądów i niezawisłości sędziów;;;11500
0018-0003-0002-0001;0018-0003-0002;d;Dysponent;Krajowa Rada Sądownictwa;52;;11500
0018-0003-0003;0018-0003;c;Podzadanie 18.3.3;Działania na rzecz usprawnienia procesu sprawowania wymiaru sprawiedliwości;;;151
0018-0003-0003-0001;0018-0003-0003;d;Dysponent;Sąd Najwyższy;04;;151
0018-0004;0018;b;Zadanie 18.4;Wykonywanie kary pozbawienia wolności i tymczasowego aresztowania;;;2446735
0018-0004-0001;0018-0004;c;Podzadanie 18.4.1;Wykonywanie obowiązków statutowych jednostek organizacyjnych Służby Więziennej;;;2423294
0018-0004-0001-0001;0018-0004-0001;d;Dysponent;Ministerstwo Sprawiedliwości;37;;2423294
0018-0004-0002;0018-0004;c;Podzadanie 18.4.2;System Dozoru Elektronicznego;;;23441
0018-0004-0002-0001;0018-0004-0002;d;Dysponent;Ministerstwo Sprawiedliwości;37;;23441
0018-0004-0003;0018-0004;c;Podzadanie 18.4.3;Resocjalizacja osób pozbawionych wolności poprzez pracę;;;0
0018-0004-0003-0001;0018-0004-0003;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0018-0004-0004;0018-0004;c;Podzadanie 18.4.4;Udzielanie pomocy osobom pozbawionym wolności, zwalnianym z zakładów karnych i aresztów śledczych, rodzinom tych osób, pokrzywdzonym przestępstwem i ich rodzinom;;;0
0018-0004-0004-0001;0018-0004-0004;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0018-0005;0018;b;Zadanie 18.5;Przeciwdziałanie demoralizacji i przestępczości wśród nieletnich i stworzenie warunków do powrotu nieletnich do normalnego życia;;;215700
0018-0005-0001;0018-0005;c;Podzadanie 18.5.1;Działalność zakładów poprawczych i schronisk dla nieletnich;;;215700
0018-0005-0001-0001;0018-0005-0001;d;Dysponent;Ministerstwo Sprawiedliwości;37;;215700
0019;;a;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;;;7434316
0019-0001;0019;b;Zadanie 19.1;Wspieranie transportu drogowego;;;3730534
0019-0001-0001;0019-0001;c;Podzadanie 19.1.1;Budowa i przebudowa sieci dróg krajowych;;;753085
0019-0001-0001-0001;0019-0001-0001;d;Dysponent;Ministerstwo Infrastruktury;39;;750298
0019-0001-0001-0002;0019-0001-0001;d;Dysponent;Wojewodowie;85;;2787
0019-0001-0002;0019-0001;c;Podzadanie 19.1.2;Utrzymanie i zarządzanie siecią dróg krajowych;;;2162059
0019-0001-0002-0001;0019-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;2162059
0019-0001-0003;0019-0001;c;Podzadanie 19.1.3;Bezpieczeństwo użytkowników sieci drogowej;;;205599
0019-0001-0003-0001;0019-0001-0003;d;Dysponent;Ministerstwo Infrastruktury;39;;143528
0019-0001-0003-0002;0019-0001-0003;d;Dysponent;Wojewodowie;85;;62071
0019-0001-0004;0019-0001;c;Podzadanie 19.1.4;Kształtowanie warunków dla rozwoju transportu drogowego;;;609791
0019-0001-0004-0001;0019-0001-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;13134
0019-0001-0004-0002;0019-0001-0004;d;Dysponent;Wojewodowie;85;;596657
0019-0002;0019;b;Zadanie 19.2;Transport kolejowy;;;2788804
0019-0002-0001;0019-0002;c;Podzadanie 19.2.1;Inwestycje w infrastrukturę kolejową;;;907595
0019-0002-0001-0001;0019-0002-0001;d;Dysponent;Ministerstwo Infrastruktury;39;;907503
0019-0002-0001-0002;0019-0002-0001;d;Dysponent;Wojewodowie;85;;92
0019-0002-0002;0019-0002;c;Podzadanie 19.2.2;Utrzymanie infrastruktury kolejowej;;;1175000
0019-0002-0002-0001;0019-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;1175000
0019-0002-0003;0019-0002;c;Podzadanie 19.2.3;Finansowanie usług publicznych i inwestycji taborowych w pasażerskim transporcie kolejowym;;;688932
0019-0002-0003-0001;0019-0002-0003;d;Dysponent;Ministerstwo Infrastruktury;39;;688300
0019-0002-0003-0002;0019-0002-0003;d;Dysponent;Wojewodowie;85;;632
0019-0002-0004;0019-0002;c;Podzadanie 19.2.4;Kształtowanie warunków dla rozwoju transportu kolejowego;;;4861
0019-0002-0004-0001;0019-0002-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;4861
0019-0002-0005;0019-0002;c;Podzadanie 19.2.5;Nadzór nad bezpieczeństwem transportu kolejowego;;;5671
0019-0002-0005-0001;0019-0002-0005;d;Dysponent;Urząd Transportu Kolejowego;71;;5671
0019-0002-0006;0019-0002;c;Podzadanie 19.2.6;Spójność i interoperacyjność systemu kolejowego;;;1800
0019-0002-0006-0001;0019-0002-0006;d;Dysponent;Urząd Transportu Kolejowego;71;;1800
0019-0002-0007;0019-0002;c;Podzadanie 19.2.7;Nadzór rynku wyrobów przeznaczonych dla kolejnictwa;;;2338
0019-0002-0007-0001;0019-0002-0007;d;Dysponent;Urząd Transportu Kolejowego;71;;2338
0019-0002-0008;0019-0002;c;Podzadanie 19.2.8;Wspieranie i regulacja rynku transportu kolejowego;;;2607
0019-0002-0008-0001;0019-0002-0008;d;Dysponent;Urząd Transportu Kolejowego;71;;2607
0019-0003;0019;b;Zadanie 19.3;Wspieranie transportu morskiego i żeglugi śródlądowej;;;846685
0019-0003-0001;0019-0003;c;Podzadanie 19.3.1;Bezpieczeństwo żeglugi morskiej, ochrona brzegów i środowiska morskiego;;;181911
0019-0003-0001-0001;0019-0003-0001;d;Dysponent;Ministerstwo Infrastruktury;21;;181911
0019-0003-0002;0019-0003;c;Podzadanie 19.3.2;Wspieranie infrastruktury morskiej i żeglugi śródlądowej;;;474074
0019-0003-0002-0001;0019-0003-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;473655
0019-0003-0002-0002;0019-0003-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0019-0003-0002-0003;0019-0003-0002;d;Dysponent;Wojewodowie;85;;419
0019-0003-0003;0019-0003;c;Podzadanie 19.3.3;Ratowanie życia ludzkiego oraz zwalczanie zagrożeń na morzu;;;34514
0019-0003-0003-0001;0019-0003-0003;d;Dysponent;Ministerstwo Infrastruktury;21;;34514
0019-0003-0004;0019-0003;c;Podzadanie 19.3.4;Administracja morska i żeglugi śródlądowej;;;137089
0019-0003-0004-0001;0019-0003-0004;d;Dysponent;Ministerstwo Infrastruktury;21;;133966
0019-0003-0004-0002;0019-0003-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;3123
0019-0003-0005;0019-0003;c;Podzadanie 19.3.5;Kształtowanie warunków dla rozwoju transportu morskiego i żeglugi śródlądowej;;;19097
0019-0003-0005-0001;0019-0003-0005;d;Dysponent;Ministerstwo Infrastruktury;21;;8829
0019-0003-0005-0002;0019-0003-0005;d;Dysponent;Ministerstwo Infrastruktury;39;;10268
0019-0004;0019;b;Zadanie 19.4;Wspieranie transportu lotniczego i infrastruktury lotniczej;;;68293
0019-0004-0001;0019-0004;c;Podzadanie 19.4.1;Wspieranie infrastruktury lotniskowej i nawigacyjnej;;;11817
0019-0004-0001-0001;0019-0004-0001;d;Dysponent;Ministerstwo Infrastruktury;39;;11410
0019-0004-0001-0002;0019-0004-0001;d;Dysponent;Wojewodowie;85;;407
0019-0004-0002;0019-0004;c;Podzadanie 19.4.2;Regulowanie i nadzorowanie systemu lotnictwa cywilnego w Polsce;;;53777
0019-0004-0002-0001;0019-0004-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;53777
0019-0004-0003;0019-0004;c;Podzadanie 19.4.3;Kształtowanie warunków dla rozwoju transportu lotniczego;;;2699
0019-0004-0003-0001;0019-0004-0003;d;Dysponent;Ministerstwo Infrastruktury;39;;2699
0019-0005;0019;b;Zadanie 19.5;Wspieranie zrównoważonego rozwoju transportu;;;0
0019-0005-0001;0019-0005;c;Podzadanie 19.5.1;Wspieranie infrastruktury portowej;;;0
0019-0005-0001-0001;0019-0005-0001;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0005-0002;0019-0005;c;Podzadanie 19.5.2;Wspieranie transportu intermodalnego;;;0
0019-0005-0002-0001;0019-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0005-0003;0019-0005;c;Podzadanie 19.5.3;Wspieranie rozwoju transportu miejskiego;;;0
0019-0005-0003-0001;0019-0005-0003;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0020;;a;FUNKCJA 20;ZDROWIE;;;6840830
0020-0001;0020;b;Zadanie 20.1;Dostęp do świadczeń opieki zdrowotnej;;;4922831
0020-0001-0001;0020-0001;c;Podzadanie 20.1.1;Organizacja oraz nadzór nad systemem opieki zdrowotnej;;;3490447
0020-0001-0001-0001;0020-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;1295
0020-0001-0001-0002;0020-0001-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;12042
0020-0001-0001-0003;0020-0001-0001;d;Dysponent;Ministerstwo Zdrowia;46;;47188
0020-0001-0001-0004;0020-0001-0001;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;1883001
0020-0001-0001-0005;0020-0001-0001;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;330136
0020-0001-0001-0006;0020-0001-0001;d;Dysponent;Wojewodowie;85;;1216785
0020-0001-0002;0020-0001;c;Podzadanie 20.1.2;Realizacja świadczeń wysokospecjalistycznych i programów zdrowotnych ważnych dla zdrowia społeczeństwa;;;1014960
0020-0001-0002-0001;0020-0001-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;825
0020-0001-0002-0002;0020-0001-0002;d;Dysponent;Ministerstwo Zdrowia;46;;1014135
0020-0001-0003;0020-0001;c;Podzadanie 20.1.3;Świadczenia zdrowotne w zakresie lecznictwa;;;260016
0020-0001-0003-0001;0020-0001-0003;d;Dysponent;Ministerstwo Sprawiedliwości;37;;1144
0020-0001-0003-0002;0020-0001-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1326
0020-0001-0003-0003;0020-0001-0003;d;Dysponent;Ministerstwo Zdrowia;46;;256354
0020-0001-0003-0004;0020-0001-0003;d;Dysponent;Wojewodowie;85;;1192
0020-0001-0004;0020-0001;c;Podzadanie 20.1.4;Medycyna transplantacyjna;;;58893
0020-0001-0004-0001;0020-0001-0004;d;Dysponent;Ministerstwo Zdrowia;46;;58893
0020-0001-0005;0020-0001;c;Podzadanie 20.1.5;Funkcjonowanie publicznej służby krwi;;;98515
0020-0001-0005-0001;0020-0001-0005;d;Dysponent;Ministerstwo Obrony Narodowej;29;;5926
0020-0001-0005-0002;0020-0001-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1313
0020-0001-0005-0003;0020-0001-0005;d;Dysponent;Ministerstwo Zdrowia;46;;91276
0020-0002;0020;b;Zadanie 20.2;Ratownictwo medyczne;;;95271
0020-0002-0001;0020-0002;c;Podzadanie 20.2.1;Działalność lotniczych zespołów ratownictwa medycznego;;;81783
0020-0002-0001-0001;0020-0002-0001;d;Dysponent;Ministerstwo Zdrowia;46;;81783
0020-0002-0002;0020-0002;c;Podzadanie 20.2.2;Działalność szpitalnych oddziałów ratunkowych, centrów urazowych oraz zespołów ratownictwa medycznego, z wyłączeniem lotniczych zespołów ratownictwa medycznego;;;13488
0020-0002-0002-0001;0020-0002-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1256
0020-0002-0002-0002;0020-0002-0002;d;Dysponent;Ministerstwo Zdrowia;46;;2621
0020-0002-0002-0003;0020-0002-0002;d;Dysponent;Wojewodowie;85;;9611
0020-0003;0020;b;Zadanie 20.3;Polityka lekowa;;;86800
0020-0003-0001;0020-0003;c;Podzadanie 20.3.1;Rejestracja produktów leczniczych, wyrobów medycznych i produktów biobójczych;;;48640
0020-0003-0001-0001;0020-0003-0001;d;Dysponent;Ministerstwo Zdrowia;46;;48640
0020-0003-0002;0020-0003;c;Podzadanie 20.3.2;Nadzór nad jakością i obrotem produktami leczniczymi, wyrobami medycznymi i produktami biobójczymi;;;31211
0020-0003-0002-0001;0020-0003-0002;d;Dysponent;Ministerstwo Zdrowia;46;;8056
0020-0003-0002-0002;0020-0003-0002;d;Dysponent;Wojewodowie;85;;23155
0020-0003-0003;0020-0003;c;Podzadanie 20.3.3;Działaność kontrolno-inspekcyjna;;;4600
0020-0003-0003-0001;0020-0003-0003;d;Dysponent;Ministerstwo Zdrowia;46;;4600
0020-0003-0004;0020-0003;c;Podzadanie 20.3.4;Dostęp do leków i wyrobów medycznych;;;2349
0020-0003-0004-0001;0020-0003-0004;d;Dysponent;Ministerstwo Zdrowia;46;;2349
0020-0004;0020;b;Zadanie 20.4;Wspieranie rozwoju i restrukturyzacji systemu ochrony zdrowia;;;846878
0020-0004-0001;0020-0004;c;Podzadanie 20.4.1;Inwestycje w infrastrukturę w ochronie zdrowia;;;844734
0020-0004-0001-0001;0020-0004-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;118557
0020-0004-0001-0002;0020-0004-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;42186
0020-0004-0001-0003;0020-0004-0001;d;Dysponent;Ministerstwo Zdrowia;46;;683991
0020-0004-0001-0004;0020-0004-0001;d;Dysponent;Wojewodowie;85;;0
0020-0004-0002;0020-0004;c;Podzadanie 20.4.2;Wspieranie restrukturyzacji systemu ochrony zdrowia;;;2144
0020-0004-0002-0001;0020-0004-0002;d;Dysponent;Ministerstwo Zdrowia;46;;1893
