ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0015-0002-0004;0015-0002;c;Podzadanie 15.2.4;Pozostałe wymiary bezpieczeństwa;;;9043
0015-0002-0004-0001;0015-0002-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;9043
0015-0003;0015;b;Zadanie 15.3;Reprezentowanie i ochrona międzynarodowych interesów RP i jej obywateli za granicą;;;264567
0015-0003-0001;0015-0003;c;Podzadanie 15.3.1;Wspieranie interesów polskich obywateli i polskich osób prawnych;;;147598
0015-0003-0001-0001;0015-0003-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;147598
0015-0003-0002;0015-0003;c;Podzadanie 15.3.2;Zapewnianie opieki i obsługi konsularnej;;;109028
0015-0003-0002-0001;0015-0003-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;109028
0015-0003-0003;0015-0003;c;Podzadanie 15.3.3;Reprezentowanie i ochrona interesów RP przed międzynarodowymi organami sądowymi;;;1677
0015-0003-0003-0001;0015-0003-0003;d;Dysponent;Ministerstwo Finansów;19;;261
0015-0003-0003-0002;0015-0003-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;1416
0015-0003-0004;0015-0003;c;Podzadanie 15.3.4;Zapewnianie obsługi prawnej działań wynikających z członkowstwa Polski w UE;;;6264
0015-0003-0004-0001;0015-0003-0004;d;Dysponent;Ministerstwo Finansów;19;;275
0015-0003-0004-0002;0015-0003-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;5989
0015-0004;0015;b;Zadanie 15.4;Kształtowanie międzynarodowego wizerunku RP;;;181529
0015-0004-0001;0015-0004;c;Podzadanie 15.4.1;Prowadzenie promocji kraju;;;130073
0015-0004-0001-0001;0015-0004-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;32224
0015-0004-0001-0002;0015-0004-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;97849
0015-0004-0002;0015-0004;c;Podzadanie 15.4.2;Udział we współpracy rozwojowej i międzynarodowej pomocy humanitarnej;;;5377
0015-0004-0002-0001;0015-0004-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;5377
0015-0004-0003;0015-0004;c;Podzadanie 15.4.3;Wspieranie rozwoju demokracji, praw człowieka i rządów prawa;;;1841
0015-0004-0003-0001;0015-0004-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;1841
0015-0004-0004;0015-0004;c;Podzadanie 15.4.4;Zapewnianie obsługi cudzoziemców i zagranicznych osób prawnych;;;44238
0015-0004-0004-0001;0015-0004-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;44238
0015-0005;0015;b;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;;;390062
0015-0005-0001;0015-0005;c;Podzadanie 15.5.1;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw zagranicznych;;;5179
0015-0005-0001-0001;0015-0005-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;5179
0015-0005-0002;0015-0005;c;Podzadanie 15.5.2;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkowstwa Polski w UE;;;108623
0015-0005-0002-0001;0015-0005-0002;d;Dysponent;Ministerstwo Finansów;19;;3285
0015-0005-0002-0002;0015-0005-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;105338
0015-0005-0003;0015-0005;c;Podzadanie 15.5.3;Prowadzenie działalności edukacyjnej i informacyjnej;;;9167
0015-0005-0003-0001;0015-0005-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;9167
0015-0005-0004;0015-0005;c;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;;;267093
0015-0005-0004-0001;0015-0005-0004;d;Dysponent;Kancelaria Sejmu;02;;5712
0015-0005-0004-0002;0015-0005-0004;d;Dysponent;Kancelaria Senatu;03;;3675
0015-0005-0004-0003;0015-0005-0004;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;3029
0015-0005-0004-0004;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;18;;442
0015-0005-0004-0005;0015-0005-0004;d;Dysponent;Ministerstwo Finansów;19;;3531
0015-0005-0004-0006;0015-0005-0004;d;Dysponent;Ministerstwo Gospodarki;20;;10620
0015-0005-0004-0007;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;21;;456
0015-0005-0004-0008;0015-0005-0004;d;Dysponent;Ministerstwo Środowiska;22;;231
0015-0005-0004-0009;0015-0005-0004;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;11539
0015-0005-0004-0010;0015-0005-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;556
0015-0005-0004-0011;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;26;;915
0015-0005-0004-0012;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;26652
0015-0005-0004-0013;0015-0005-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;3265
0015-0005-0004-0014;0015-0005-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;3248
0015-0005-0004-0015;0015-0005-0004;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;2627
0015-0005-0004-0016;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;883
0015-0005-0004-0017;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;3875
0015-0005-0004-0018;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;235
0015-0005-0004-0019;0015-0005-0004;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;1295
0015-0005-0004-0020;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;419
0015-0005-0004-0021;0015-0005-0004;d;Dysponent;Ministerstwo Skarbu Państwa;36;;251
0015-0005-0004-0022;0015-0005-0004;d;Dysponent;Ministerstwo Sprawiedliwości;37;;1798
0015-0005-0004-0023;0015-0005-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;263
0015-0005-0004-0024;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;2718
0015-0005-0004-0025;0015-0005-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;662
0015-0005-0004-0026;0015-0005-0004;d;Dysponent;Ministerstwo Środowiska;41;;2208
0015-0005-0004-0027;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;49239
0015-0005-0004-0028;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;1486
0015-0005-0004-0029;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;116001
0015-0005-0004-0030;0015-0005-0004;d;Dysponent;Ministerstwo Zdrowia;46;;2557
0015-0005-0004-0031;0015-0005-0004;d;Dysponent;Urząd Zamówień Publicznych;49;;40
0015-0005-0004-0032;0015-0005-0004;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;436
0015-0005-0004-0033;0015-0005-0004;d;Dysponent;Agencja Bezpieczeństwa Wewnętrznego;57;;4592
0015-0005-0004-0034;0015-0005-0004;d;Dysponent;Główny Urząd Statystyczny;58;;419
0015-0005-0004-0035;0015-0005-0004;d;Dysponent;Wyższy Urząd Górniczy;60;;14
0015-0005-0004-0036;0015-0005-0004;d;Dysponent;Urząd Patentowy RP;61;;428
0015-0005-0004-0037;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;253
0015-0005-0004-0038;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;366
0015-0005-0004-0039;0015-0005-0004;d;Dysponent;Państwowa Agencja Atomistyki;68;;157
0015-0006;0015;b;Zadanie 15.6;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;79696
0015-0006-0001;0015-0006;c;Podzadanie 15.6.1;Utrzymanie systemów informatycznych;;;38220
0015-0006-0001-0001;0015-0006-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;38220
0015-0006-0002;0015-0006;c;Podzadanie 15.6.2;Budowa i wdrożenie rozwiązań informatycznych;;;41476
0015-0006-0002-0001;0015-0006-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;41476
0016;;a;FUNKCJA 16;SPRAWY OBYWATELSKIE;;;1254685
0016-0001;0016;b;Zadanie 16.1;Obsługa administracyjna obywatela;;;651341
0016-0001-0001;0016-0001;c;Podzadanie 16.1.1;Ewidencja ludności i dowody osobiste, rejestracja stanu cywilnego oraz zmiana imion i nazwisk;;;550218
0016-0001-0001-0001;0016-0001-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;223203
0016-0001-0001-0002;0016-0001-0001;d;Dysponent;Wojewodowie;85;;327015
0016-0001-0002;0016-0001;c;Podzadanie 16.1.2;Wydawanie dokumentów paszportowych;;;46197
0016-0001-0002-0001;0016-0001-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;877
0016-0001-0002-0002;0016-0001-0002;d;Dysponent;Wojewodowie;85;;45320
0016-0001-0003;0016-0001;c;Podzadanie 16.1.3;Wzmacnianie potencjału administracji publicznej;;;28571
0016-0001-0003-0001;0016-0001-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;14801
0016-0001-0003-0002;0016-0001-0003;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;390
0016-0001-0003-0003;0016-0001-0003;d;Dysponent;Wojewodowie;85;;13380
0016-0001-0004;0016-0001;c;Podzadanie 16.1.4;Prowadzenie spraw z zakresu nadzoru sprawowanego przez ministra właściwego do spraw administracji publicznej oraz funkcjonowanie zespolonej administracji rządowej i jednostek samorządu terytorialnego;;;2015
0016-0001-0004-0001;0016-0001-0004;d;Dysponent;Wojewodowie;85;;2015
0016-0001-0005;0016-0001;c;Podzadanie 16.1.5;Prowadzenie spraw związanych z przyjmowaniem oraz rozpatrywaniem skarg i wniosków;;;4500
0016-0001-0005-0001;0016-0001-0005;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;2589
0016-0001-0005-0002;0016-0001-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;789
0016-0001-0005-0003;0016-0001-0005;d;Dysponent;Wojewodowie;85;;1122
0016-0001-0006;0016-0001;c;Podzadanie 16.1.6;Prowadzenie spraw dotyczących obywatelstwa polskiego;;;18427
0016-0001-0006-0001;0016-0001-0006;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1225
0016-0001-0006-0002;0016-0001-0006;d;Dysponent;Wojewodowie;85;;17202
0016-0001-0007;0016-0001;c;Podzadanie 16.1.7;Wydawanie zezwoleń na zbiórki publiczne oraz kontrola zbiórek publicznych;;;435
0016-0001-0007-0001;0016-0001-0007;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;184
0016-0001-0007-0002;0016-0001-0007;d;Dysponent;Wojewodowie;85;;251
0016-0001-0008;0016-0001;c;Podzadanie 16.1.8;Kontrola działalności tłumaczy przysięgłych;;;978
0016-0001-0008-0001;0016-0001-0008;d;Dysponent;Wojewodowie;85;;978
0016-0002;0016;b;Zadanie 16.2;Podtrzymywanie tożsamości kulturowej mniejszości narodowych i etnicznych;;;16455
0016-0002-0001;0016-0002;c;Podzadanie 16.2.1;Działania wobec mniejszości narodowych i etnicznych;;;14980
0016-0002-0001-0001;0016-0002-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;14758
0016-0002-0001-0002;0016-0002-0001;d;Dysponent;Wojewodowie;85;;222
0016-0002-0002;0016-0002;c;Podzadanie 16.2.2;Realizacja zasady równego traktowania osób bez względu na pochodzenie etniczne;;;266
0016-0002-0002-0001;0016-0002-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;209
0016-0002-0002-0002;0016-0002-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;55
0016-0002-0002-0003;0016-0002-0002;d;Dysponent;Wojewodowie;85;;2
0016-0002-0003;0016-0002;c;Podzadanie 16.2.3;Działania na rzecz społeczności romskiej w Polsce;;;1209
0016-0002-0003-0001;0016-0002-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;727
0016-0002-0003-0002;0016-0002-0003;d;Dysponent;Wojewodowie;85;;482
0016-0003;0016;b;Zadanie 16.3;Utrzymanie stosunków między Państwem a kościołem i związkami wyznaniowymi;;;94512
0016-0003-0001;0016-0003;c;Podzadanie 16.3.1;Wydawanie zaświadczeń o osobowości prawnej jednostek kościelnych;;;365
0016-0003-0001-0001;0016-0003-0001;d;Dysponent;Wojewodowie;85;;365
0016-0003-0002;0016-0003;c;Podzadanie 16.3.2;Realizacja zadań z zakresu stosunków pomiędzy Państwem a Kościołem;;;94147
0016-0003-0002-0001;0016-0003-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;93619
0016-0003-0002-0002;0016-0003-0002;d;Dysponent;Wojewodowie;85;;528
0016-0004;0016;b;Zadanie 16.4;Wspieranie Polonii i Polaków za granicą;;;116232
0016-0004-0001;0016-0004;c;Podzadanie 16.4.1;Współpraca i wspieranie Polonii i Polaków za granicą;;;116232
0016-0004-0001-0001;0016-0004-0001;d;Dysponent;Kancelaria Senatu;03;;76845
0016-0004-0001-0002;0016-0004-0001;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;558
0016-0004-0001-0003;0016-0004-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;4664
0016-0004-0001-0004;0016-0004-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;34165
0016-0005;0016;b;Zadanie 16.5;Obsługa cudzoziemców i ruchy migracyjne;;;103515
0016-0005-0001;0016-0005;c;Podzadanie 16.5.1;Obsługa cudzoziemców;;;97628
0016-0005-0001-0001;0016-0005-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;74123
0016-0005-0001-0002;0016-0005-0001;d;Dysponent;Wojewodowie;85;;23505
0016-0005-0002;0016-0005;c;Podzadanie 16.5.2;Sprawy polityki migracyjnej państwa;;;2821
0016-0005-0002-0001;0016-0005-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;2821
0016-0005-0003;0016-0005;c;Podzadanie 16.5.3;Sprawy repatriacji;;;1029
0016-0005-0003-0001;0016-0005-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;737
0016-0005-0003-0002;0016-0005-0003;d;Dysponent;Wojewodowie;85;;292
0016-0005-0004;0016-0005;c;Podzadanie 16.5.4;Ochrona praw uchodźców na terytorium RP;;;2037
0016-0005-0004-0001;0016-0005-0004;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;2037
0016-0006;0016;b;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;;;60017
0016-0006-0001;0016-0006;c;Podzadanie 16.6.1;Zapewnienie ochrony wolności oraz praw człowieka i obywatela;;;32003
0016-0006-0001-0001;0016-0006-0001;d;Dysponent;Rzecznik Praw Obywatelskich;08;;32003
0016-0006-0002;0016-0006;c;Podzadanie 16.6.2;Zapewnienie ochrony i promocji praw dziecka;;;8840
0016-0006-0002-0001;0016-0006-0002;d;Dysponent;Rzecznik Praw Dziecka;14;;8840
0016-0006-0003;0016-0006;c;Podzadanie 16.6.3;Działalność naukowo-badawcza i edukacyjna oraz opinie i ekspertyzy;;;2734
0016-0006-0003-0001;0016-0006-0003;d;Dysponent;Rzecznik Praw Obywatelskich;08;;2734
0016-0006-0004;0016-0006;c;Podzadanie 16.6.4;Pełnienie funkcji Krajowego Mechanizmu Prewencji;;;1740
0016-0006-0004-0001;0016-0006-0004;d;Dysponent;Rzecznik Praw Obywatelskich;08;;1740
0016-0006-0005;0016-0006;c;Podzadanie 16.6.5;Ochrona danych osobowych;;;14700
0016-0006-0005-0001;0016-0006-0005;d;Dysponent;Generalny Inspektor Ochrony Danych Osobowych;10;;14700
0016-0007;0016;b;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;;;123627
0016-0007-0001;0016-0007;c;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;;;110620
0016-0007-0001-0001;0016-0007-0001;d;Dysponent;Wojewodowie;85;;18278
0016-0007-0001-0002;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;86;;1041
0016-0007-0001-0003;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;86;;1653
0016-0007-0001-0004;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;86;;2151
0016-0007-0001-0005;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bydgoszczy;86;;2785
0016-0007-0001-0006;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Częstochowie;86;;1994
0016-0007-0001-0007;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Warszawie;86;;4927
0016-0007-0001-0008;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Chełmie;86;;942
0016-0007-0001-0009;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ciechanowie;86;;1249
0016-0007-0001-0010;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Elblągu;86;;1333
0016-0007-0001-0011;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gdańsku;86;;2548
0016-0007-0001-0012;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gorzowie Wielkopolskim;86;;1443
0016-0007-0001-0013;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Jeleniej Górze;86;;1335
0016-0007-0001-0014;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kaliszu;86;;1438
0016-0007-0001-0015;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Katowicach;86;;5880
0016-0007-0001-0016;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kielcach;86;;2734
0016-0007-0001-0017;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koninie;86;;1157
0016-0007-0001-0018;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koszalinie;86;;1412
0016-0007-0001-0019;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krakowie;86;;4556
0016-0007-0001-0020;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krośnie;86;;1169
0016-0007-0001-0021;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Legnicy;86;;1282
0016-0007-0001-0022;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lesznie;86;;1121
0016-0007-0001-0023;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lublinie;86;;2658
0016-0007-0001-0024;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łomży;86;;903
0016-0007-0001-0025;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łodzi;86;;3230
0016-0007-0001-0026;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Olsztynie;86;;2989
0016-0007-0001-0027;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Opolu;86;;2227
0016-0007-0001-0028;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ostrołęce;86;;842
0016-0007-0001-0029;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Pile;86;;1087
0016-0007-0001-0030;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Piotrkowie Trybunalskim;86;;1785
0016-0007-0001-0031;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Płocku;86;;1030
0016-0007-0001-0032;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Poznaniu;86;;3301
0016-0007-0001-0033;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Przemyślu;86;;1206
0016-0007-0001-0034;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Radomiu;86;;1677
0016-0007-0001-0035;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Rzeszowie;86;;2011
0016-0007-0001-0036;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Siedlcach;86;;1237
0016-0007-0001-0037;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Sieradzu;86;;1307
0016-0007-0001-0038;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Skierniewicach;86;;841
0016-0007-0001-0039;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Słupsku;86;;1095
0016-0007-0001-0040;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Suwałkach;86;;1116
0016-0007-0001-0041;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Szczecinie;86;;2384
0016-0007-0001-0042;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnobrzegu;86;;1411
0016-0007-0001-0043;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnowie;86;;1709
0016-0007-0001-0044;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Toruniu;86;;1785
0016-0007-0001-0045;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Wałbrzychu;86;;1459
0016-0007-0001-0046;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze we Włocławku;86;;1130
0016-0007-0001-0047;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze we Wrocławiu;86;;2742
0016-0007-0001-0048;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zielonej Górze;86;;2282
0016-0007-0001-0049;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zamościu;86;;1058
0016-0007-0001-0050;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Nowym Sączu;86;;1690
0016-0007-0002;0016-0007;c;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;;;13007
0016-0007-0002-0001;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;86;;35
0016-0007-0002-0002;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;86;;414
0016-0007-0002-0003;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;86;;75
0016-0007-0002-0004;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Częstochowie;86;;47
0016-0007-0002-0005;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Warszawie;86;;3524
0016-0007-0002-0006;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Chełmie;86;;50
0016-0007-0002-0007;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ciechanowie;86;;54
0016-0007-0002-0008;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Elblągu;86;;148
0016-0007-0002-0009;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gdańsku;86;;1026
0016-0007-0002-0010;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gorzowie Wielkopolskim;86;;178
0016-0007-0002-0011;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Jeleniej Górze;86;;85
0016-0007-0002-0012;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kaliszu;86;;93
0016-0007-0002-0013;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Katowicach;86;;383
0016-0007-0002-0014;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kielcach;86;;373
0016-0007-0002-0015;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koninie;86;;90
0016-0007-0002-0016;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koszalinie;86;;127
0016-0007-0002-0017;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krakowie;86;;1139
0016-0007-0002-0018;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krośnie;86;;130
0016-0007-0002-0019;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Legnicy;86;;175
0016-0007-0002-0020;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lesznie;86;;47
0016-0007-0002-0021;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lublinie;86;;517
0016-0007-0002-0022;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łomży;86;;94
0016-0007-0002-0023;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łodzi;86;;243
0016-0007-0002-0024;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Olsztynie;86;;190
0016-0007-0002-0025;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Opolu;86;;117
0016-0007-0002-0026;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ostrołęce;86;;299
0016-0007-0002-0027;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Pile;86;;162
0016-0007-0002-0028;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Piotrkowie Trybunalskim;86;;94
0016-0007-0002-0029;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Płocku;86;;176
0016-0007-0002-0030;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Poznaniu;86;;271
0016-0007-0002-0031;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Przemyślu;86;;50
0016-0007-0002-0032;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Radomiu;86;;107
0016-0007-0002-0033;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Rzeszowie;86;;84
0016-0007-0002-0034;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Siedlcach;86;;218
0016-0007-0002-0035;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Sieradzu;86;;43
0016-0007-0002-0036;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Skierniewicach;86;;219
0016-0007-0002-0037;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Słupsku;86;;358
0016-0007-0002-0038;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Suwałkach;86;;51
0016-0007-0002-0039;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Szczecinie;86;;210
0016-0007-0002-0040;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnobrzegu;86;;59
