ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Środki europejskie
0015-0004;0015;b;Zadanie 15.4;Kształtowanie międzynarodowego wizerunku RP;;;0
0015-0004-0001;0015-0004;c;Podzadanie 15.4.1;Prowadzenie promocji kraju;;;0
0015-0004-0001-0001;0015-0004-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0015-0004-0001-0002;0015-0004-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0004-0002;0015-0004;c;Podzadanie 15.4.2;Udział we współpracy rozwojowej i międzynarodowej pomocy humanitarnej;;;0
0015-0004-0002-0001;0015-0004-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0004-0003;0015-0004;c;Podzadanie 15.4.3;Wspieranie rozwoju demokracji, praw człowieka i rządów prawa;;;0
0015-0004-0003-0001;0015-0004-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0004-0004;0015-0004;c;Podzadanie 15.4.4;Zapewnianie obsługi cudzoziemców i zagranicznych osób prawnych;;;0
0015-0004-0004-0001;0015-0004-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0005;0015;b;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;;;3230
0015-0005-0001;0015-0005;c;Podzadanie 15.5.1;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw zagranicznych;;;0
0015-0005-0001-0001;0015-0005-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0005-0002;0015-0005;c;Podzadanie 15.5.2;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkowstwa Polski w UE;;;0
0015-0005-0002-0001;0015-0005-0002;d;Dysponent;Ministerstwo Finansów;19;;0
0015-0005-0002-0002;0015-0005-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0005-0003;0015-0005;c;Podzadanie 15.5.3;Prowadzenie działalności edukacyjnej i informacyjnej;;;0
0015-0005-0003-0001;0015-0005-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0005-0004;0015-0005;c;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;;;3230
0015-0005-0004-0001;0015-0005-0004;d;Dysponent;Kancelaria Sejmu;02;;0
0015-0005-0004-0002;0015-0005-0004;d;Dysponent;Kancelaria Senatu;03;;0
0015-0005-0004-0003;0015-0005-0004;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;3230
0015-0005-0004-0004;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0015-0005-0004-0005;0015-0005-0004;d;Dysponent;Ministerstwo Finansów;19;;0
0015-0005-0004-0006;0015-0005-0004;d;Dysponent;Ministerstwo Gospodarki;20;;0
0015-0005-0004-0007;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0015-0005-0004-0008;0015-0005-0004;d;Dysponent;Ministerstwo Środowiska;22;;0
0015-0005-0004-0009;0015-0005-0004;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0015-0005-0004-0010;0015-0005-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0015-0005-0004-0011;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;26;;0
0015-0005-0004-0012;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;0
0015-0005-0004-0013;0015-0005-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0015-0005-0004-0014;0015-0005-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0015-0005-0004-0015;0015-0005-0004;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0015-0005-0004-0016;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0015-0005-0004-0017;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0015-0005-0004-0018;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0015-0005-0004-0019;0015-0005-0004;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0015-0005-0004-0020;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;0
0015-0005-0004-0021;0015-0005-0004;d;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0015-0005-0004-0022;0015-0005-0004;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0015-0005-0004-0023;0015-0005-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0015-0005-0004-0024;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0015-0005-0004-0025;0015-0005-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0015-0005-0004-0026;0015-0005-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0015-0005-0004-0027;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0015-0005-0004-0028;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0015-0005-0004-0029;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0005-0004-0030;0015-0005-0004;d;Dysponent;Ministerstwo Zdrowia;46;;0
0015-0005-0004-0031;0015-0005-0004;d;Dysponent;Urząd Zamówień Publicznych;49;;0
0015-0005-0004-0032;0015-0005-0004;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0015-0005-0004-0033;0015-0005-0004;d;Dysponent;Agencja Bezpieczeństwa Wewnętrznego;57;;0
0015-0005-0004-0034;0015-0005-0004;d;Dysponent;Główny Urząd Statystyczny;58;;0
0015-0005-0004-0035;0015-0005-0004;d;Dysponent;Wyższy Urząd Górniczy;60;;0
0015-0005-0004-0036;0015-0005-0004;d;Dysponent;Urząd Patentowy RP;61;;0
0015-0005-0004-0037;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;0
0015-0005-0004-0038;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0015-0005-0004-0039;0015-0005-0004;d;Dysponent;Państwowa Agencja Atomistyki;68;;0
0015-0006;0015;b;Zadanie 15.6;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;0
0015-0006-0001;0015-0006;c;Podzadanie 15.6.1;Utrzymanie systemów informatycznych;;;0
0015-0006-0001-0001;0015-0006-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0006-0002;0015-0006;c;Podzadanie 15.6.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0015-0006-0002-0001;0015-0006-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0016;;a;FUNKCJA 16;SPRAWY OBYWATELSKIE;;;293988
0016-0001;0016;b;Zadanie 16.1;Obsługa administracyjna obywatela;;;123112
0016-0001-0001;0016-0001;c;Podzadanie 16.1.1;Ewidencja ludności i dowody osobiste, rejestracja stanu cywilnego oraz zmiana imion i nazwisk;;;0
0016-0001-0001-0001;0016-0001-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0001-0001-0002;0016-0001-0001;d;Dysponent;Wojewodowie;85;;0
0016-0001-0002;0016-0001;c;Podzadanie 16.1.2;Wydawanie dokumentów paszportowych;;;0
0016-0001-0002-0001;0016-0001-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0001-0002-0002;0016-0001-0002;d;Dysponent;Wojewodowie;85;;0
0016-0001-0003;0016-0001;c;Podzadanie 16.1.3;Wzmacnianie potencjału administracji publicznej;;;123112
0016-0001-0003-0001;0016-0001-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;119448
0016-0001-0003-0002;0016-0001-0003;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;3664
0016-0001-0003-0003;0016-0001-0003;d;Dysponent;Wojewodowie;85;;0
0016-0001-0004;0016-0001;c;Podzadanie 16.1.4;Prowadzenie spraw z zakresu nadzoru sprawowanego przez ministra właściwego do spraw administracji publicznej oraz funkcjonowanie zespolonej administracji rządowej i jednostek samorządu terytorialnego;;;0
0016-0001-0004-0001;0016-0001-0004;d;Dysponent;Wojewodowie;85;;0
0016-0001-0005;0016-0001;c;Podzadanie 16.1.5;Prowadzenie spraw związanych z przyjmowaniem oraz rozpatrywaniem skarg i wniosków;;;0
0016-0001-0005-0001;0016-0001-0005;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;0
0016-0001-0005-0002;0016-0001-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0001-0005-0003;0016-0001-0005;d;Dysponent;Wojewodowie;85;;0
0016-0001-0006;0016-0001;c;Podzadanie 16.1.6;Prowadzenie spraw dotyczących obywatelstwa polskiego;;;0
0016-0001-0006-0001;0016-0001-0006;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0001-0006-0002;0016-0001-0006;d;Dysponent;Wojewodowie;85;;0
0016-0001-0007;0016-0001;c;Podzadanie 16.1.7;Wydawanie zezwoleń na zbiórki publiczne oraz kontrola zbiórek publicznych;;;0
0016-0001-0007-0001;0016-0001-0007;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0001-0007-0002;0016-0001-0007;d;Dysponent;Wojewodowie;85;;0
0016-0001-0008;0016-0001;c;Podzadanie 16.1.8;Kontrola działalności tłumaczy przysięgłych;;;0
0016-0001-0008-0001;0016-0001-0008;d;Dysponent;Wojewodowie;85;;0
0016-0002;0016;b;Zadanie 16.2;Podtrzymywanie tożsamości kulturowej mniejszości narodowych i etnicznych;;;0
0016-0002-0001;0016-0002;c;Podzadanie 16.2.1;Działania wobec mniejszości narodowych i etnicznych;;;0
0016-0002-0001-0001;0016-0002-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;0
0016-0002-0001-0002;0016-0002-0001;d;Dysponent;Wojewodowie;85;;0
0016-0002-0002;0016-0002;c;Podzadanie 16.2.2;Realizacja zasady równego traktowania osób bez względu na pochodzenie etniczne;;;0
0016-0002-0002-0001;0016-0002-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0002-0002-0002;0016-0002-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;0
0016-0002-0002-0003;0016-0002-0002;d;Dysponent;Wojewodowie;85;;0
0016-0002-0003;0016-0002;c;Podzadanie 16.2.3;Działania na rzecz społeczności romskiej w Polsce;;;0
0016-0002-0003-0001;0016-0002-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;0
0016-0002-0003-0002;0016-0002-0003;d;Dysponent;Wojewodowie;85;;0
0016-0003;0016;b;Zadanie 16.3;Utrzymanie stosunków między Państwem a kościołem i związkami wyznaniowymi;;;0
0016-0003-0001;0016-0003;c;Podzadanie 16.3.1;Wydawanie zaświadczeń o osobowości prawnej jednostek kościelnych;;;0
0016-0003-0001-0001;0016-0003-0001;d;Dysponent;Wojewodowie;85;;0
0016-0003-0002;0016-0003;c;Podzadanie 16.3.2;Realizacja zadań z zakresu stosunków pomiędzy Państwem a Kościołem;;;0
0016-0003-0002-0001;0016-0003-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;0
0016-0003-0002-0002;0016-0003-0002;d;Dysponent;Wojewodowie;85;;0
0016-0004;0016;b;Zadanie 16.4;Wspieranie Polonii i Polaków za granicą;;;0
0016-0004-0001;0016-0004;c;Podzadanie 16.4.1;Współpraca i wspieranie Polonii i Polaków za granicą;;;0
0016-0004-0001-0001;0016-0004-0001;d;Dysponent;Kancelaria Senatu;03;;0
0016-0004-0001-0002;0016-0004-0001;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;0
0016-0004-0001-0003;0016-0004-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0016-0004-0001-0004;0016-0004-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0016-0005;0016;b;Zadanie 16.5;Obsługa cudzoziemców i ruchy migracyjne;;;1520
0016-0005-0001;0016-0005;c;Podzadanie 16.5.1;Obsługa cudzoziemców;;;1520
0016-0005-0001-0001;0016-0005-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1520
0016-0005-0001-0002;0016-0005-0001;d;Dysponent;Wojewodowie;85;;0
0016-0005-0002;0016-0005;c;Podzadanie 16.5.2;Sprawy polityki migracyjnej państwa;;;0
0016-0005-0002-0001;0016-0005-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0005-0003;0016-0005;c;Podzadanie 16.5.3;Sprawy repatriacji;;;0
0016-0005-0003-0001;0016-0005-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0016-0005-0003-0002;0016-0005-0003;d;Dysponent;Wojewodowie;85;;0
0016-0005-0004;0016-0005;c;Podzadanie 16.5.4;Ochrona praw uchodźców na terytorium RP;;;0
0016-0005-0004-0001;0016-0005-0004;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;0
0016-0006;0016;b;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;;;0
0016-0006-0001;0016-0006;c;Podzadanie 16.6.1;Zapewnienie ochrony wolności oraz praw człowieka i obywatela;;;0
0016-0006-0001-0001;0016-0006-0001;d;Dysponent;Rzecznik Praw Obywatelskich;08;;0
0016-0006-0002;0016-0006;c;Podzadanie 16.6.2;Zapewnienie ochrony i promocji praw dziecka;;;0
0016-0006-0002-0001;0016-0006-0002;d;Dysponent;Rzecznik Praw Dziecka;14;;0
0016-0006-0003;0016-0006;c;Podzadanie 16.6.3;Działalność naukowo-badawcza i edukacyjna oraz opinie i ekspertyzy;;;0
0016-0006-0003-0001;0016-0006-0003;d;Dysponent;Rzecznik Praw Obywatelskich;08;;0
0016-0006-0004;0016-0006;c;Podzadanie 16.6.4;Pełnienie funkcji Krajowego Mechanizmu Prewencji;;;0
0016-0006-0004-0001;0016-0006-0004;d;Dysponent;Rzecznik Praw Obywatelskich;08;;0
0016-0006-0005;0016-0006;c;Podzadanie 16.6.5;Ochrona danych osobowych;;;0
0016-0006-0005-0001;0016-0006-0005;d;Dysponent;Generalny Inspektor Ochrony Danych Osobowych;10;;0
0016-0007;0016;b;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;;;247
0016-0007-0001;0016-0007;c;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;;;247
0016-0007-0001-0001;0016-0007-0001;d;Dysponent;Wojewodowie;85;;0
0016-0007-0001-0002;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;86;;0
0016-0007-0001-0003;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;86;;0
0016-0007-0001-0004;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;86;;0
0016-0007-0001-0005;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bydgoszczy;86;;170
0016-0007-0001-0006;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Częstochowie;86;;0
0016-0007-0001-0007;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Warszawie;86;;0
0016-0007-0001-0008;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Chełmie;86;;0
0016-0007-0001-0009;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ciechanowie;86;;0
0016-0007-0001-0010;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Elblągu;86;;0
0016-0007-0001-0011;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gdańsku;86;;0
0016-0007-0001-0012;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gorzowie Wielkopolskim;86;;0
0016-0007-0001-0013;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Jeleniej Górze;86;;0
0016-0007-0001-0014;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kaliszu;86;;0
0016-0007-0001-0015;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Katowicach;86;;0
0016-0007-0001-0016;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kielcach;86;;0
0016-0007-0001-0017;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koninie;86;;0
0016-0007-0001-0018;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koszalinie;86;;0
0016-0007-0001-0019;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krakowie;86;;0
0016-0007-0001-0020;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krośnie;86;;0
0016-0007-0001-0021;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Legnicy;86;;0
0016-0007-0001-0022;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lesznie;86;;0
0016-0007-0001-0023;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lublinie;86;;0
0016-0007-0001-0024;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łomży;86;;0
0016-0007-0001-0025;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łodzi;86;;0
0016-0007-0001-0026;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Olsztynie;86;;0
0016-0007-0001-0027;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Opolu;86;;0
0016-0007-0001-0028;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ostrołęce;86;;0
0016-0007-0001-0029;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Pile;86;;0
0016-0007-0001-0030;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Piotrkowie Trybunalskim;86;;0
0016-0007-0001-0031;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Płocku;86;;0
0016-0007-0001-0032;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Poznaniu;86;;0
0016-0007-0001-0033;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Przemyślu;86;;0
0016-0007-0001-0034;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Radomiu;86;;0
0016-0007-0001-0035;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Rzeszowie;86;;0
0016-0007-0001-0036;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Siedlcach;86;;0
0016-0007-0001-0037;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Sieradzu;86;;0
0016-0007-0001-0038;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Skierniewicach;86;;0
0016-0007-0001-0039;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Słupsku;86;;0
0016-0007-0001-0040;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Suwałkach;86;;0
0016-0007-0001-0041;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Szczecinie;86;;0
0016-0007-0001-0042;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnobrzegu;86;;77
0016-0007-0001-0043;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnowie;86;;0
0016-0007-0001-0044;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Toruniu;86;;0
0016-0007-0001-0045;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Wałbrzychu;86;;0
0016-0007-0001-0046;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze we Włocławku;86;;0
0016-0007-0001-0047;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze we Wrocławiu;86;;0
0016-0007-0001-0048;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zielonej Górze;86;;0
0016-0007-0001-0049;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zamościu;86;;0
0016-0007-0001-0050;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Nowym Sączu;86;;0
0016-0007-0002;0016-0007;c;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;;;0
0016-0007-0002-0001;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;86;;0
0016-0007-0002-0002;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;86;;0
0016-0007-0002-0003;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;86;;0
0016-0007-0002-0004;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Częstochowie;86;;0
0016-0007-0002-0005;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Warszawie;86;;0
0016-0007-0002-0006;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Chełmie;86;;0
0016-0007-0002-0007;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ciechanowie;86;;0
0016-0007-0002-0008;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Elblągu;86;;0
0016-0007-0002-0009;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gdańsku;86;;0
0016-0007-0002-0010;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gorzowie Wielkopolskim;86;;0
0016-0007-0002-0011;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Jeleniej Górze;86;;0
0016-0007-0002-0012;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kaliszu;86;;0
0016-0007-0002-0013;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Katowicach;86;;0
0016-0007-0002-0014;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kielcach;86;;0
0016-0007-0002-0015;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koninie;86;;0
0016-0007-0002-0016;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koszalinie;86;;0
0016-0007-0002-0017;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krakowie;86;;0
0016-0007-0002-0018;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krośnie;86;;0
0016-0007-0002-0019;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Legnicy;86;;0
0016-0007-0002-0020;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lesznie;86;;0
0016-0007-0002-0021;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lublinie;86;;0
0016-0007-0002-0022;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łomży;86;;0
0016-0007-0002-0023;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łodzi;86;;0
0016-0007-0002-0024;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Olsztynie;86;;0
0016-0007-0002-0025;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Opolu;86;;0
0016-0007-0002-0026;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ostrołęce;86;;0
0016-0007-0002-0027;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Pile;86;;0
0016-0007-0002-0028;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Piotrkowie Trybunalskim;86;;0
0016-0007-0002-0029;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Płocku;86;;0
0016-0007-0002-0030;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Poznaniu;86;;0
0016-0007-0002-0031;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Przemyślu;86;;0
0016-0007-0002-0032;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Radomiu;86;;0
0016-0007-0002-0033;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Rzeszowie;86;;0
0016-0007-0002-0034;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Siedlcach;86;;0
0016-0007-0002-0035;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Sieradzu;86;;0
0016-0007-0002-0036;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Skierniewicach;86;;0
0016-0007-0002-0037;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Słupsku;86;;0
0016-0007-0002-0038;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Suwałkach;86;;0
0016-0007-0002-0039;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Szczecinie;86;;0
0016-0007-0002-0040;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnobrzegu;86;;0
0016-0007-0002-0041;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnowie;86;;0
0016-0007-0002-0042;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Toruniu;86;;0
0016-0007-0002-0043;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Wałbrzychu;86;;0
0016-0007-0002-0044;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze we Włocławku;86;;0
0016-0007-0002-0045;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze we Wrocławiu;86;;0
0016-0007-0002-0046;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zielonej Górze;86;;0
0016-0007-0002-0047;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zamościu;86;;0
0016-0007-0002-0048;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Nowym Sączu;86;;0
0016-0008;0016;b;Zadanie 16.8;Budowa społeczeństwa obywatelskiego;;;11916
0016-0008-0001;0016-0008;c;Podzadanie 16.8.1;Tworzenie warunków dla rozwoju podmiotów prowadzących działalność pożytku publicznego, współpracy tych podmiotów z organami administracji publicznej oraz dialogu obywatelskiego;;;4453
0016-0008-0001-0001;0016-0008-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0016-0008-0001-0002;0016-0008-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;4453
0016-0008-0002;0016-0008;c;Podzadanie 16.8.2;Wspieranie społeczeństwa obywatelskiego oraz instytucji gospodarki społecznej;;;3997
0016-0008-0002-0001;0016-0008-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;3997
