ID;Rodzic;Poziom;Typ;Nazwa;Środki europejskie
0017-0002-0001;0017-0002;c;Zadanie 3.1;Edukacja i wychowanie;325321
0017-0002-0001-0001;0017-0002-0001;d;Podzadanie 3.1.1;Zarządzanie i nadzór nad systemem edukacji i wychowania;15012
0017-0002-0001-0001-0001;0017-0002-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;15012
0017-0002-0001-0002;0017-0002-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;51431
0017-0002-0001-0002-0001;0017-0002-0001-0002;e;Część 30;OŚWIATA I WYCHOWANIE;51431
0017-0002-0001-0003;0017-0002-0001;d;Podzadanie 3.1.3;Kształcenie i doskonalenie nauczycieli oraz kształtowanie ich pragmatyki zawodowej;99692
0017-0002-0001-0003-0001;0017-0002-0001-0003;e;Część 30;OŚWIATA I WYCHOWANIE;99692
0017-0002-0001-0004;0017-0002-0001;d;Podzadanie 3.1.4;Egzaminy zewnętrzne;39347
0017-0002-0001-0004-0001;0017-0002-0001-0004;e;Część 30;OŚWIATA I WYCHOWANIE;39347
0017-0002-0001-0005;0017-0002-0001;d;Podzadanie 3.1.5;Wspieranie uczniów zdolnych oraz dzieci i młodzieży ze specjalnymi potrzebami edukacyjnymi;39714
0017-0002-0001-0005-0001;0017-0002-0001-0005;e;Część 30;OŚWIATA I WYCHOWANIE;39714
0017-0002-0001-0006;0017-0002-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;80125
0017-0002-0001-0006-0001;0017-0002-0001-0006;e;Część 30;OŚWIATA I WYCHOWANIE;80125
0017-0002-0001-0007;0017-0002-0001;d;Podzadanie 3.1.7;Wspieranie dostępu do podręczników;0
0017-0002-0001-0007-0001;0017-0002-0001-0007;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0002-0001-0008;0017-0002-0001;d;Podzadanie 3.1.8;Wsparcie działalności edukacyjno-wychowawczej;0
0017-0002-0001-0008-0001;0017-0002-0001-0008;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0003;0017;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;0
0017-0003-0001;0017-0003;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;0
0017-0003-0001-0001;0017-0003-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;0
0017-0003-0001-0001-0001;0017-0003-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0004;0017;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0017-0004-0001;0017-0004;c;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;0
0017-0004-0001-0001;0017-0004-0001;d;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;0
0017-0004-0001-0001-0001;0017-0004-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0004-0002;0017-0004;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0017-0004-0002-0001;0017-0004-0002;d;Podzadanie 15.5.2;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkowstwa Polski w UE;0
0017-0004-0002-0001-0001;0017-0004-0002-0001;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0004-0002-0002;0017-0004-0002;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0017-0004-0002-0002-0001;0017-0004-0002-0002;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0005;0017;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0017-0005-0001;0017-0005;c;Zadanie 16.2;Podtrzymywanie tożsamości kulturowej mniejszości narodowych i etnicznych;0
0017-0005-0001-0001;0017-0005-0001;d;Podzadanie 16.2.1;Działania wobec mniejszości narodowych i etnicznych;0
0017-0005-0001-0001-0001;0017-0005-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0005-0002;0017-0005;c;Zadanie 16.4;Wspieranie Polonii i Polaków za granicą;0
0017-0005-0002-0001;0017-0005-0002;d;Podzadanie 16.4.1;Współpraca i wspieranie Polonii i Polaków za granicą;0
0017-0005-0002-0001-0001;0017-0005-0002-0001;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0006;0017;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;0
0017-0006-0001;0017-0006;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;0
0017-0006-0001-0001;0017-0006-0001;d;Podzadanie 17.3.1;Koordynacja NSRO 2007-2013 i zarządzanie realizacją PO Pomoc Techniczna;0
0017-0006-0001-0001-0001;0017-0006-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0007;0017;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;0
0017-0007-0001;0017-0007;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;0
0017-0007-0001-0002;0017-0007-0001;d;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0007-0002;0017-0007;c;Zadanie 22.2;Obsługa administracyjna;0
0017-0007-0002-0003;0017-0007-0002;d;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0007-0003;0017-0007;c;Zadanie 22.3;Obsługa techniczna;0
0017-0007-0003-0004;0017-0007-0003;d;Część 30;OŚWIATA I WYCHOWANIE;0
0018;;a;Dysponent;Ministerstwo Finansów;40003892
0018-0001;0018;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;0
0018-0001-0001;0018-0001;c;Zadanie 1.5;Organizacja i przeprowadzanie wyborów;0
0018-0001-0001-0001;0018-0001-0001;d;Podzadanie 1.5.6;Finansowanie partii politycznych;0
0018-0001-0001-0001-0001;0018-0001-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;0
0018-0002;0018;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;0
0018-0002-0001;0018-0002;c;Zadanie 3.1;Edukacja i wychowanie;0
0018-0002-0001-0001;0018-0002-0001;d;Podzadanie 3.1.8;Wsparcie działalności edukacyjno-wychowawczej;0
0018-0002-0001-0001-0001;0018-0002-0001-0001;e;Część 82;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;0
0018-0003;0018;b;FUNKCJA 4;ZARZĄDZANIE FINANSAMI PAŃSTWA;40003048
0018-0003-0001;0018-0003;c;Zadanie 4.1;Opracowywanie i wykonywanie budżetu państwa;75479
0018-0003-0001-0001;0018-0003-0001;d;Podzadanie 4.1.1;Opracowanie metodologii i planowanie budżetowe;56294
0018-0003-0001-0001-0001;0018-0003-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;56294
0018-0003-0001-0002;0018-0003-0001;d;Podzadanie 4.1.2;Realizacja budżetu państwa;19185
0018-0003-0001-0002-0001;0018-0003-0001-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;19185
0018-0003-0002;0018-0003;c;Zadanie 4.2;Opracowanie systemu finansowania jednostek samorządu terytorialnego (jst) i sfery budżetowej;83
0018-0003-0002-0001;0018-0003-0002;d;Podzadanie 4.2.1;Zapewnienie spójności systemu finansów publicznych;0
0018-0003-0002-0001-0001;0018-0003-0002-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;0
0018-0003-0002-0002;0018-0003-0002;d;Podzadanie 4.2.2;Analiza i ocena funkcjonowania systemu finansowania jst;0
0018-0003-0002-0002-0001;0018-0003-0002-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;0
0018-0003-0002-0003;0018-0003-0002;d;Podzadanie 4.2.3;Kontrola skarbowa i wywiad skarbowy;83
0018-0003-0002-0003-0001;0018-0003-0002-0003;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;83
0018-0003-0003;0018-0003;c;Zadanie 4.3;Realizacja dochodów z podatków bezpośrednich, pośrednich oraz dochodów niepodatkowych;39927486
0018-0003-0003-0001;0018-0003-0003;d;Podzadanie 4.3.1;Pobór podatków w tym ustalanie i określanie zobowiązań podatkowych oraz niepodatkowych należności budżetu państwa i jednostek samorządu terytorialnego;39927486
0018-0003-0003-0001-0001;0018-0003-0003-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;19774
0018-0003-0003-0001-0002;0018-0003-0003-0001;e;Część 81;REZERWA OGÓLNA;0
0018-0003-0003-0001-0003;0018-0003-0003-0001;e;Część 82;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;0
0018-0003-0003-0001-0004;0018-0003-0003-0001;e;Część 83;REZERWY CELOWE (ogółem);39907712
0018-0003-0003-0002;0018-0003-0003;d;Podzadanie 4.3.2;Zapewnienie sprawnej obsługi podatników;0
0018-0003-0003-0002-0001;0018-0003-0003-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;0
0018-0003-0003-0003;0018-0003-0003;d;Podzadanie 4.3.3;Pobór ceł i udogodnienia w handlu i podróżach przez granicę;0
0018-0003-0003-0003-0001;0018-0003-0003-0003;e;Część 78;OBSŁUGA ZADŁUśENIA ZAGRANICZNEGO;0
0018-0003-0003-0003-0002;0018-0003-0003-0003;e;Część 79;OBSŁUGA DŁUGU KRAJOWEGO;0
0018-0003-0003-0004;0018-0003-0003;d;Podzadanie 4.3.4;Prowadzenie postępowań egzekucyjnych;0
0018-0003-0003-0004-0001;0018-0003-0003-0004;e;Część 84;Środki włase Unii Europejskiej;0
0018-0004;0018;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;844
0018-0004-0001;0018-0004;c;Zadanie 6.6;Wykonywanie czynności z zakresu ochrony własności intelektualnej;844
0018-0004-0001-0001;0018-0004-0001;d;Podzadanie 6.6.3;Egzekwowanie zakazów i ograniczeń związanych z posiadaniem, rozpowszechnianiem lub obrotem towarami;844
0018-0004-0001-0001-0001;0018-0004-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;844
0018-0005;0018;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;0
0018-0005-0001;0018-0005;c;Zadanie 11.2;Rozwój zdolności obronnych;0
0018-0005-0001-0001;0018-0005-0001;d;Podzadanie 11.2.1;Programy operacyjne;0
0018-0005-0001-0001-0001;0018-0005-0001-0001;e;Część 78;OBSŁUGA ZADŁUśENIA ZAGRANICZNEGO;0
0018-0006;0018;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;0
0018-0006-0001;0018-0006;c;Zadanie 13.1;Pomoc i integracja społeczna;0
0018-0006-0001-0001;0018-0006-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;0
0018-0006-0001-0001-0001;0018-0006-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;0
0018-0007;0018;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0018-0007-0001;0018-0007;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0018-0007-0001-0001;0018-0007-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0018-0007-0001-0001-0001;0018-0007-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;0
0019;;a;Dysponent;Ministerstwo Gospodarki;2258369
0019-0001;0019;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;2258369
0019-0001-0001;0019-0001;c;Zadanie 6.1;Wzrost konkurencyjności gospodarki;1603462
0019-0001-0001-0001;0019-0001-0001;d;Podzadanie 6.1.1;Zmiana systemu stanowienia prawa i usprawnienie systemu oceny skutków regulacji;1407114
0019-0001-0001-0001-0001;0019-0001-0001-0001;e;Część 20;GOSPODARKA;1407114
0019-0001-0001-0002;0019-0001-0001;d;Podzadanie 6.1.2;Tworzenie warunków do zwiększania innowacyjności przedsiębiorstw;171005
0019-0001-0001-0002-0001;0019-0001-0001-0002;e;Część 20;GOSPODARKA;171005
0019-0001-0001-0003;0019-0001-0001;d;Podzadanie 6.1.3;Tworzenie warunków dla funkcjonowania przedsiębiorstw;25343
0019-0001-0001-0003-0001;0019-0001-0001-0003;e;Część 20;GOSPODARKA;25343
0019-0001-0001-0004;0019-0001-0001;d;Podzadanie 6.1.4;Wspieranie mikro, małych i średnich przedsiębiorstw;0
0019-0001-0001-0004-0001;0019-0001-0001-0004;e;Część 20;GOSPODARKA;0
0019-0001-0002;0019-0001;c;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;654907
0019-0001-0002-0001;0019-0001-0002;d;Podzadanie 6.2.1;Dywersyfikacja źródeł energii i tworzenie nowych zdolności przesyłowych i transportowych energii elektrycznej, gazu ziemnego i ropy naftowej oraz rozbudowa podziemnych magazynów gazu ziemnego;654907
0019-0001-0002-0001-0001;0019-0001-0002-0001;e;Część 20;GOSPODARKA;654907
0019-0001-0002-0002;0019-0001-0002;d;Podzadanie 6.2.2;Tworzenie warunków dla funkcjonowania górnictwa węgla kamiennego;0
0019-0001-0002-0002-0001;0019-0001-0002-0002;e;Część 20;GOSPODARKA;0
0019-0001-0002-0003;0019-0001-0002;d;Podzadanie 6.2.3;Wspieranie bezpieczeństwa energetycznego;0
0019-0001-0002-0003-0001;0019-0001-0002-0003;e;Część 20;GOSPODARKA;0
0019-0002;0019;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;0
0019-0002-0001;0019-0002;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;0
0019-0002-0001-0001;0019-0002-0001;d;Podzadanie 11.5.1;Mobilizacja gospodarki;0
0019-0002-0001-0001-0001;0019-0002-0001-0001;e;Część 20;GOSPODARKA;0
0019-0002-0001-0002;0019-0002-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;0
0019-0002-0001-0002-0001;0019-0002-0001-0002;e;Część 20;GOSPODARKA;0
0019-0003;0019;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0019-0003-0001;0019-0003;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0019-0003-0001-0001;0019-0003-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0019-0003-0001-0001-0001;0019-0003-0001-0001;e;Część 20;GOSPODARKA;0
0019-0004;0019;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;0
0019-0004-0001;0019-0004;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;0
0019-0004-0001-0002;0019-0004-0001;d;Część 20;GOSPODARKA;0
0019-0004-0002;0019-0004;c;Zadanie 22.2;Obsługa administracyjna;0
0019-0004-0002-0003;0019-0004-0002;d;Część 20;GOSPODARKA;0
0019-0004-0003;0019-0004;c;Zadanie 22.3;Obsługa techniczna;0
0019-0004-0003-0004;0019-0004-0003;d;Część 20;GOSPODARKA;0
0020;;a;Dysponent;Ministerstwo Infrastruktury;4168975
0020-0001;0020;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;0
0020-0001-0001;0020-0001;c;Zadanie 3.2;Szkolnictwo wyższe;0
0020-0001-0001-0001;0020-0001-0001;d;Podzadanie 3.2.2;Kształcenie w szkolnictwie wyższym akademickim;0
0020-0001-0001-0001-0001;0020-0001-0001-0001;e;Część 21;GOSPODARKA  MORSKA;0
0020-0001-0001-0001-0002;0020-0001-0001-0001;e;Część 39;TRANSPORT;0
0020-0001-0001-0002;0020-0001-0001;d;Podzadanie 3.2.3;Kształcenie w szkolnictwie wyższym zawodowym;0
0020-0001-0001-0002-0001;0020-0001-0001-0002;e;Część 21;GOSPODARKA  MORSKA;0
0020-0001-0001-0003;0020-0001-0001;d;Podzadanie 3.2.4;Wsparcie procesu studiowania;0
0020-0001-0001-0003-0001;0020-0001-0001-0003;e;Część 21;GOSPODARKA  MORSKA;0
0020-0002;0020;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;259
0020-0002-0001;0020-0002;c;Zadanie 6.3;Wspieranie i regulacja rynku telekomunikacyjnego i pocztowego;259
0020-0002-0001-0001;0020-0002-0001;d;Podzadanie 6.3.1;Regulacja rynku usług telekomunikacyjnych i pocztowych;259
0020-0002-0001-0001-0001;0020-0002-0001-0001;e;Część 26;ŁĄCZNOŚĆ;259
0020-0002-0001-0002;0020-0002-0001;d;Podzadanie 6.3.2;Rekompensowanie operatorom kosztów nieodpłatnego doręczania przesyłek pocztowych ustawowo zwolnionych z opłat;0
0020-0002-0001-0002-0001;0020-0002-0001-0002;e;Część 26;ŁĄCZNOŚĆ;0
0020-0003;0020;b;FUNKCJA 7;GOSPODARKA PRZESTRZENNA, BUDOWNICTWO I MIESZKALNICTWO;0
0020-0003-0001;0020-0003;c;Zadanie 7.1;Wspieranie budownictwa;0
0020-0003-0001-0001;0020-0003-0001;d;Podzadanie 7.1.1;Termomodernizacja i remonty zasobów mieszkaniowych;0
0020-0003-0001-0001-0001;0020-0003-0001-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0003-0001-0002;0020-0003-0001;d;Podzadanie 7.1.2;Budownictwo społeczne na wynajem;0
0020-0003-0001-0002-0001;0020-0003-0001-0002;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0003-0001-0003;0020-0003-0001;d;Podzadanie 7.1.3;Infrastruktura techniczna towarzysząca budownictwu mieszkaniowemu;0
0020-0003-0001-0003-0001;0020-0003-0001-0003;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0003-0001-0004;0020-0003-0001;d;Podzadanie 7.1.4;Budownictwo własnościowe;0
0020-0003-0001-0004-0001;0020-0003-0001-0004;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0003-0002;0020-0003;c;Zadanie 7.2;Zagospodarowanie przestrzenne i gospodarka nieruchomościami;0
0020-0003-0002-0001;0020-0003-0002;d;Podzadanie 7.2.1;Zagospodarowanie przestrzenne kraju;0
0020-0003-0002-0001-0001;0020-0003-0002-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0003-0002-0002;0020-0003-0002;d;Podzadanie 7.2.2;Gospodarka nieruchomościami;0
0020-0003-0002-0002-0001;0020-0003-0002-0002;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0003-0003;0020-0003;c;Zadanie 7.4;Nadzór budowlany;0
0020-0003-0003-0001;0020-0003-0003;d;Podzadanie 7.4.1;Kontrola procesu budowlanego;0
0020-0003-0003-0001-0001;0020-0003-0003-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0003-0003-0002;0020-0003-0003;d;Podzadanie 7.4.2;Kontrola rynku wyrobów budowlanych;0
0020-0003-0003-0002-0001;0020-0003-0003-0002;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0003-0003-0003;0020-0003-0003;d;Podzadanie 7.4.3;Orzecznictwo administracyjne;0
0020-0003-0003-0003-0001;0020-0003-0003-0003;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0004;0020;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;0
0020-0004-0001;0020-0004;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;0
0020-0004-0001-0001;0020-0004-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;0
0020-0004-0001-0001-0001;0020-0004-0001-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0004-0001-0001-0002;0020-0004-0001-0001;e;Część 21;GOSPODARKA  MORSKA;0
0020-0004-0001-0001-0003;0020-0004-0001-0001;e;Część 26;ŁĄCZNOŚĆ;0
0020-0004-0001-0001-0004;0020-0004-0001-0001;e;Część 39;TRANSPORT;0
0020-0005;0020;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;0
0020-0005-0001;0020-0005;c;Zadanie 13.1;Pomoc i integracja społeczna;0
0020-0005-0001-0001;0020-0005-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;0
0020-0005-0001-0001-0001;0020-0005-0001-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0006;0020;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0020-0006-0001;0020-0006;c;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;0
0020-0006-0001-0001;0020-0006-0001;d;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;0
0020-0006-0001-0001-0001;0020-0006-0001-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0006-0001-0001-0002;0020-0006-0001-0001;e;Część 21;GOSPODARKA  MORSKA;0
0020-0006-0001-0001-0003;0020-0006-0001-0001;e;Część 26;ŁĄCZNOŚĆ;0
0020-0006-0001-0001-0004;0020-0006-0001-0001;e;Część 39;TRANSPORT;0
0020-0006-0002;0020-0006;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0020-0006-0002-0001;0020-0006-0002;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0020-0006-0002-0001-0001;0020-0006-0002-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0006-0002-0001-0002;0020-0006-0002-0001;e;Część 21;GOSPODARKA  MORSKA;0
0020-0006-0002-0001-0003;0020-0006-0002-0001;e;Część 26;ŁĄCZNOŚĆ;0
0020-0006-0002-0001-0004;0020-0006-0002-0001;e;Część 39;TRANSPORT;0
0020-0007;0020;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;0
0020-0007-0001;0020-0007;c;Zadanie 17.2;Zamykanie programów Narodowego Planu Rozwoju 2004-2006;0
0020-0007-0001-0001;0020-0007-0001;d;Podzadanie 17.2.2;Zamykanie pomocy w ramach programu SPOT;0
0020-0007-0001-0001-0001;0020-0007-0001-0001;e;Część 39;TRANSPORT;0
0020-0007-0002;0020-0007;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;0
0020-0007-0002-0001;0020-0007-0002;d;Podzadanie 17.3.7;Rozliczanie środków pochodzących z UE w ramach NSRO;0
0020-0007-0002-0001-0001;0020-0007-0002-0001;e;Część 21;GOSPODARKA  MORSKA;0
0020-0007-0002-0001-0002;0020-0007-0002-0001;e;Część 39;TRANSPORT;0
0020-0007-0002-0002;0020-0007-0002;d;Podzadanie 17.3.9;Wdrażanie PO Innowacyjna Gospodarka;0
0020-0007-0002-0002-0001;0020-0007-0002-0002;e;Część 39;TRANSPORT;0
0020-0008;0020;b;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;4168716
0020-0008-0001;0020-0008;c;Zadanie 19.1;Wspieranie transportu drogowego;1262842
0020-0008-0001-0001;0020-0008-0001;d;Podzadanie 19.1.1;Budowa i przebudowa sieci dróg krajowych;1041419
0020-0008-0001-0001-0001;0020-0008-0001-0001;e;Część 39;TRANSPORT;1041419
0020-0008-0001-0002;0020-0008-0001;d;Podzadanie 19.1.2;Utrzymanie i zarządzanie siecią dróg krajowych;3204
0020-0008-0001-0002-0001;0020-0008-0001-0002;e;Część 39;TRANSPORT;3204
0020-0008-0001-0003;0020-0008-0001;d;Podzadanie 19.1.3;Zapewnienie bezpieczeństwa użytkownikom sieci drogowej;218219
0020-0008-0001-0003-0001;0020-0008-0001-0003;e;Część 39;TRANSPORT;218219
0020-0008-0001-0004;0020-0008-0001;d;Podzadanie 19.1.4;Kształtowanie warunków dla rozwoju transportu drogowego;0
0020-0008-0001-0004-0001;0020-0008-0001-0004;e;Część 39;TRANSPORT;0
0020-0008-0002;0020-0008;c;Zadanie 19.2;Wspieranie transportu kolejowego;661451
0020-0008-0002-0001;0020-0008-0002;d;Podzadanie 19.2.1;Budowa, rozbudowa i modernizacja infrastruktury kolejowej;268081
0020-0008-0002-0001-0001;0020-0008-0002-0001;e;Część 39;TRANSPORT;268081
0020-0008-0002-0002;0020-0008-0002;d;Podzadanie 19.2.2;Utrzymanie powszechnie dostępnej infrastruktury kolejowej;0
0020-0008-0002-0002-0001;0020-0008-0002-0002;e;Część 39;TRANSPORT;0
0020-0008-0002-0003;0020-0008-0002;d;Podzadanie 19.2.3;Finansowania usług publicznych w pasażerskim transporcie kolejowym;393370
0020-0008-0002-0003-0001;0020-0008-0002-0003;e;Część 39;TRANSPORT;393370
0020-0008-0002-0004;0020-0008-0002;d;Podzadanie 19.2.4;Zakup i modernizacja taboru kolejowego;0
0020-0008-0002-0004-0001;0020-0008-0002-0004;e;Część 39;TRANSPORT;0
0020-0008-0003;0020-0008;c;Zadanie 19.3;Wspieranie transportu morskiego i żeglugi śródlądowej;168937
0020-0008-0003-0001;0020-0008-0003;d;Podzadanie 19.3.1;Bezpieczeństwo żeglugi morskiej, ochrona brzegów i środowiska morskiego;77065
0020-0008-0003-0001-0001;0020-0008-0003-0001;e;Część 21;GOSPODARKA  MORSKA;77065
0020-0008-0003-0002;0020-0008-0003;d;Podzadanie 19.3.2;Wspieranie infrastruktury morskiej i żeglugi śródlądowej;90357
0020-0008-0003-0002-0001;0020-0008-0003-0002;e;Część 21;GOSPODARKA  MORSKA;90357
0020-0008-0003-0003;0020-0008-0003;d;Podzadanie 19.3.3;Ratowanie życia ludzkiego oraz zwalczanie zagrożeń na morzu;0
0020-0008-0003-0003-0001;0020-0008-0003-0003;e;Część 21;GOSPODARKA  MORSKA;0
0020-0008-0003-0004;0020-0008-0003;d;Podzadanie 19.3.4;Administracja morska i żeglugi śródlądowej;0
0020-0008-0003-0004-0001;0020-0008-0003-0004;e;Część 21;GOSPODARKA  MORSKA;0
