ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0017-0001-0001-0006;0017-0001-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;14582
0017-0001-0001-0006-0001;0017-0001-0001-0006;e;Część 30;OŚWIATA I WYCHOWANIE;14582
0017-0001-0001-0007;0017-0001-0001;d;Podzadanie 3.1.7;Wspieranie dostępu do podręczników;5228
0017-0001-0001-0007-0001;0017-0001-0001-0007;e;Część 30;OŚWIATA I WYCHOWANIE;5228
0017-0001-0001-0008;0017-0001-0001;d;Podzadanie 3.1.8;Wsparcie działalności edukacyjno-wychowawczej;577
0017-0001-0001-0008-0001;0017-0001-0001-0008;e;Część 30;OŚWIATA I WYCHOWANIE;577
0017-0001-0002;0017-0001;c;Zadanie 3.3;Informatyzacja działalności i budowa społeczeństwa informacyjnego;4900
0017-0001-0002-0001;0017-0001-0002;d;Podzadanie 3.3.1;Utrzymanie i rozwój systemów informatycznych;4372
0017-0001-0002-0001-0001;0017-0001-0002-0001;e;Część 30;OŚWIATA I WYCHOWANIE;4372
0017-0001-0002-0002;0017-0001-0002;d;Podzadanie 3.3.2;Budowa i wdrożenie rozwiązań informatycznych;528
0017-0001-0002-0002-0001;0017-0001-0002-0002;e;Część 30;OŚWIATA I WYCHOWANIE;528
0017-0002;0017;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;2627
0017-0002-0001;0017-0002;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;2627
0017-0002-0001-0001;0017-0002-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;2627
0017-0002-0001-0001-0001;0017-0002-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;2627
0017-0003;0017;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;12205
0017-0003-0001;0017-0003;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;12205
0017-0003-0001-0001;0017-0003-0001;d;Podzadanie 17.3.1;Koordynacja NSRO 2007-2013 i zarządzanie realizacją PO Pomoc Techniczna;12205
0017-0003-0001-0001-0001;0017-0003-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;12205
0017-0004;0017;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;30399
0017-0004-0001;0017-0004;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;13464
0017-0004-0001-0002;0017-0004-0001;d;Część 30;OŚWIATA I WYCHOWANIE;13464
0017-0004-0002;0017-0004;c;Zadanie 22.2;Obsługa administracyjna;5397
0017-0004-0002-0003;0017-0004-0002;d;Część 30;OŚWIATA I WYCHOWANIE;5397
0017-0004-0003;0017-0004;c;Zadanie 22.3;Obsługa techniczna;11538
0017-0004-0003-0004;0017-0004-0003;d;Część 30;OŚWIATA I WYCHOWANIE;11538
0018;;a;Dysponent;Ministerstwo Finansów;126330478
0018-0001;0018;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;228212
0018-0001-0001;0018-0001;c;Zadanie 1.5;Organizacja i przeprowadzanie wyborów;228212
0018-0001-0001-0001;0018-0001-0001;d;Podzadanie 1.5.6;Finansowanie partii politycznych;228212
0018-0001-0001-0001-0001;0018-0001-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;228212
0018-0002;0018;b;FUNKCJA 2;BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY;227
0018-0002-0001;0018-0002;c;Zadanie 2.5; Zarządzanie kryzysowe i obrona cywilna;227
0018-0002-0001-0001;0018-0002-0001;d;Podzadanie 2.5.3;Obrona cywilna;227
0018-0002-0001-0001-0001;0018-0002-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;227
0018-0003;0018;b;FUNKCJA 4;ZARZĄDZANIE FINANSAMI PAŃSTWA;125656680
0018-0003-0001;0018-0003;c;Zadanie 4.1;Opracowywanie i wykonywanie budżetu państwa;18077336
0018-0003-0001-0001;0018-0003-0001;d;Podzadanie 4.1.1;Opracowanie metodologii i planowanie budżetowe;113996
0018-0003-0001-0001-0001;0018-0003-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;18996
0018-0003-0001-0001-0002;0018-0003-0001-0001;e;Część 81;REZERWA OGÓLNA;95000
0018-0003-0001-0002;0018-0003-0001;d;Podzadanie 4.1.2;Realizacja budżetu państwa;17963340
0018-0003-0001-0002-0001;0018-0003-0001-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;23276
0018-0003-0001-0002-0002;0018-0003-0001-0002;e;Część 83;REZERWY CELOWE (ogółem);17940064
0018-0003-0002;0018-0003;c;Zadanie 4.2;Opracowanie systemu finansowania jednostek samorządu terytorialnego (jst) i sfery budżetowej;48359985
0018-0003-0002-0001;0018-0003-0002;d;Podzadanie 4.2.1;Zapewnienie spójności systemu finansów publicznych;48358853
0018-0003-0002-0001-0001;0018-0003-0002-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;1195
0018-0003-0002-0001-0002;0018-0003-0002-0001;e;Część 82;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;48357658
0018-0003-0002-0002;0018-0003-0002;d;Podzadanie 4.2.2;Analiza i ocena funkcjonowania systemu finansowania jst;1132
0018-0003-0002-0002-0001;0018-0003-0002-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;1132
0018-0003-0003;0018-0003;c;Zadanie 4.3;Realizacja dochodów z podatków bezpośrednich, pośrednich oraz dochodów niepodatkowych;3382722
0018-0003-0003-0001;0018-0003-0003;d;Podzadanie 4.3.1;Pobór podatków w tym ustalanie i określanie zobowiązań podatkowych oraz niepodatkowych należności budżetu państwa i jednostek samorządu terytorialnego;2444819
0018-0003-0003-0001-0001;0018-0003-0003-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;2444819
0018-0003-0003-0002;0018-0003-0003;d;Podzadanie 4.3.2;Zapewnienie sprawnej obsługi podatników;71383
0018-0003-0003-0002-0001;0018-0003-0003-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;71383
0018-0003-0003-0003;0018-0003-0003;d;Podzadanie 4.3.3;Pobór ceł i udogodnienia w handlu i podróżach przez granicę;489704
0018-0003-0003-0003-0001;0018-0003-0003-0003;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;489704
0018-0003-0003-0004;0018-0003-0003;d;Podzadanie 4.3.4;Prowadzenie postępowań egzekucyjnych;376816
0018-0003-0003-0004-0001;0018-0003-0003-0004;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;376816
0018-0003-0004;0018-0003;c;Zadanie 4.4;Zarządzanie długiem publicznym;38324734
0018-0003-0004-0001;0018-0003-0004;d;Podzadanie 4.4.1;Zarządzanie i obsługa długu krajowego;29632592
0018-0003-0004-0001-0001;0018-0003-0004-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;10892
0018-0003-0004-0001-0002;0018-0003-0004-0001;e;Część 79;OBSŁUGA DŁUGU KRAJOWEGO;29621700
0018-0003-0004-0002;0018-0003-0004;d;Podzadanie 4.4.2;Zarządzanie i obsługa długu zagranicznego;8692142
0018-0003-0004-0002-0001;0018-0003-0004-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;2756
0018-0003-0004-0002-0002;0018-0003-0004-0002;e;Część 78;OBSŁUGA ZADŁUśENIA ZAGRANICZNEGO;8689386
0018-0003-0005;0018-0003;c;Zadanie 4.5;Przeciwdziałanie zagrożeniom bezpieczeństwa finansowego państwa;311895
0018-0003-0005-0001;0018-0003-0005;d;Podzadanie 4.5.1;Prowadzenie postępowań karnych skarbowych;14243
0018-0003-0005-0001-0001;0018-0003-0005-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;14243
0018-0003-0005-0002;0018-0003-0005;d;Podzadanie 4.5.2;Przeciwdziałanie praniu pieniędzy i finansowaniu terroryzmu;4732
0018-0003-0005-0002-0001;0018-0003-0005-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;4732
0018-0003-0005-0003;0018-0003-0005;d;Podzadanie 4.5.3;Wywiad skarbowy;49245
0018-0003-0005-0003-0001;0018-0003-0005-0003;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;49245
0018-0003-0005-0004;0018-0003-0005;d;Podzadanie 4.5.4;Ochrona rynku przed przemytem towarów;243675
0018-0003-0005-0004-0001;0018-0003-0005-0004;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;243675
0018-0003-0006;0018-0003;c;Zadanie 4.6;Koordynowanie i organizowanie współpracy finansowej, kredytowej i płatniczej z zagranicą oraz w ramach Unii Europejskiej;15670444
0018-0003-0006-0001;0018-0003-0006;d;Podzadanie 4.6.1;Nadzór w zakresie finansowych instrumentów wspierania eksportu;13744
0018-0003-0006-0001-0001;0018-0003-0006-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;13744
0018-0003-0006-0002;0018-0003-0006;d;Podzadanie 4.6.2;Środki własne UE;15656700
0018-0003-0006-0002-0001;0018-0003-0006-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;275
0018-0003-0006-0002-0002;0018-0003-0006-0002;e;Część 84;Środki włase Unii Europejskiej;15656425
0018-0003-0007;0018-0003;c;Zadanie 4.7;Działania kontrolne w zakresie poboru należności budżetu państwa;1024172
0018-0003-0007-0001;0018-0003-0007;d;Podzadanie 4.7.1;Prowadzenie kontroli podatkowych;313361
0018-0003-0007-0001-0001;0018-0003-0007-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;313361
0018-0003-0007-0002;0018-0003-0007;d;Podzadanie 4.7.2;Prowadzenie kontroli wykonywanej przez Służbę Celną;516943
0018-0003-0007-0002-0001;0018-0003-0007-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;516943
0018-0003-0007-0003;0018-0003-0007;d;Podzadanie 4.7.3;Prowadzenie czynności sprawdzających;193868
0018-0003-0007-0003-0001;0018-0003-0007-0003;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;193868
0018-0003-0008;0018-0003;c;Zadanie 4.8;Kontrola skarbowa oraz nadzór nad organami kontroli skarbowej;379105
0018-0003-0008-0001;0018-0003-0008;d;Podzadanie 4.8.1;Analiza, zarządzanie i wykorzystywanie danych uzyskanych w wyniku działań organów kontroli skarbowej;31123
0018-0003-0008-0001-0001;0018-0003-0008-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;31123
0018-0003-0008-0002;0018-0003-0008;d;Podzadanie 4.8.2;Inicjowanie i prowadzenie postępowań kontrolnych prowadzonych przez organ kontroli skarbowej;294620
0018-0003-0008-0002-0001;0018-0003-0008-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;294620
0018-0003-0008-0003;0018-0003-0008;d;Podzadanie 4.8.3;Audyt i kontrola środków pochodzących z UE;53362
0018-0003-0008-0003-0001;0018-0003-0008-0003;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;53362
0018-0003-0009;0018-0003;c;Zadanie 4.9;Nadzór nad rynkiem kapitałowym, ubezpieczeniowym, emerytalnym i bankowym;4409
0018-0003-0009-0001;0018-0003-0009;d;Podzadanie 4.9.1;Nadzór nad podmiotami rynku kapitałowego;1021
0018-0003-0009-0001-0001;0018-0003-0009-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;1021
0018-0003-0009-0002;0018-0003-0009;d;Podzadanie 4.9.2;Nadzór nad działalnością zakładów ubezpieczeń;550
0018-0003-0009-0002-0001;0018-0003-0009-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;550
0018-0003-0009-0003;0018-0003-0009;d;Podzadanie 4.9.3;Nadzór nad działalnością rynku emerytalnego;459
0018-0003-0009-0003-0001;0018-0003-0009-0003;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;459
0018-0003-0009-0004;0018-0003-0009;d;Podzadanie 4.9.4;Nadzór bankowy;1093
0018-0003-0009-0004-0001;0018-0003-0009-0004;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;1093
0018-0003-0009-0005;0018-0003-0009;d;Podzadanie 4.9.5;Nadzór nad pośrednikami finansowymi;468
0018-0003-0009-0005-0001;0018-0003-0009-0005;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;468
0018-0003-0009-0006;0018-0003-0009;d;Podzadanie 4.9.6;Ochrona interesów nieprofesjonalnych uczestników rynku finansowego;818
0018-0003-0009-0006-0001;0018-0003-0009-0006;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;818
0018-0003-0010;0018-0003;c;Zadanie 4.10;Informatyzacja działalności i budowa społeczeństwa informacyjnego;121878
0018-0003-0010-0001;0018-0003-0010;d;Podzadanie 4.10.1;Utrzymanie systemów informatycznych;120164
0018-0003-0010-0001-0001;0018-0003-0010-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;120164
0018-0003-0010-0002;0018-0003-0010;d;Podzadanie 4.10.2;Budowa i wdrożenie rozwiązań informatycznych;1714
0018-0003-0010-0002-0001;0018-0003-0010-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;1714
0018-0004;0018;b;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;198
0018-0004-0001;0018-0004;c;Zadanie 5.1;Gospodarowanie mieniem Skarbu Państwa;14
0018-0004-0001-0001;0018-0004-0001;d;Podzadanie 5.1.3;Zarządzanie mieniem Skarbu Państwa;14
0018-0004-0001-0001-0001;0018-0004-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;14
0018-0004-0002;0018-0004;c;Zadanie 5.3;Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna;184
0018-0004-0002-0001;0018-0004-0002;d;Podzadanie 5.3.2;Działalność opiniodawcza i legislacyjna;184
0018-0004-0002-0001-0001;0018-0004-0002-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;184
0018-0005;0018;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;92058
0018-0005-0001;0018-0005;c;Zadanie 6.6;Wykonywanie czynności z zakresu ochrony własności intelektualnej;91636
0018-0005-0001-0001;0018-0005-0001;d;Podzadanie 6.6.3;Egzekwowanie zakazów i ograniczeń związanych z posiadaniem, rozpowszechnianiem lub obrotem towarami;91636
0018-0005-0001-0001-0001;0018-0005-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;91636
0018-0005-0002;0018-0005;c;Zadanie 6.10;Statystyka publiczna;422
0018-0005-0002-0001;0018-0005-0002;d;Podzadanie 6.10.1;Organizowanie i prowadzenie badań statystycznych;294
0018-0005-0002-0001-0001;0018-0005-0002-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;294
0018-0005-0002-0002;0018-0005-0002;d;Podzadanie 6.10.4;Udostępnianie i upowszechnianie wyników informacji statystycznych oraz innych opracowań;128
0018-0005-0002-0002-0001;0018-0005-0002-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;128
0018-0006;0018;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;123649
0018-0006-0001;0018-0006;c;Zadanie 11.2;Rozwój zdolności obronnych;123414
0018-0006-0001-0001;0018-0006-0001;d;Podzadanie 11.2.1;Programy operacyjne;123414
0018-0006-0001-0001-0001;0018-0006-0001-0001;e;Część 78;OBSŁUGA ZADŁUśENIA ZAGRANICZNEGO;123414
0018-0006-0002;0018-0006;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;235
0018-0006-0002-0001;0018-0006-0002;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;235
0018-0006-0002-0001-0001;0018-0006-0002-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;235
0018-0007;0018;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;21101
0018-0007-0001;0018-0007;c;Zadanie 13.1;Pomoc i integracja społeczna;21101
0018-0007-0001-0001;0018-0007-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;21101
0018-0007-0001-0001-0001;0018-0007-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;21101
0018-0008;0018;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;8527
0018-0008-0001;0018-0008;c;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;1175
0018-0008-0001-0001;0018-0008-0001;d;Podzadanie 15.1.1;Rozwijanie stosunków dwustronnych i wielostronnych;820
0018-0008-0001-0001-0001;0018-0008-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;820
0018-0008-0001-0002;0018-0008-0001;d;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;355
0018-0008-0001-0002-0001;0018-0008-0001-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;355
0018-0008-0002;0018-0008;c;Zadanie 15.3;Reprezentowanie i ochrona międzynarodowych interesów RP i jej obywateli za granicą;536
0018-0008-0002-0001;0018-0008-0002;d;Podzadanie 15.3.3;Reprezentowanie i ochrona interesów RP przed międzynarodowymi organami sądowymi;261
0018-0008-0002-0001-0001;0018-0008-0002-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;261
0018-0008-0002-0002;0018-0008-0002;d;Podzadanie 15.3.4;Zapewnianie obsługi prawnej działań wynikających z członkowstwa Polski w UE;275
0018-0008-0002-0002-0001;0018-0008-0002-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;275
0018-0008-0003;0018-0008;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;6816
0018-0008-0003-0001;0018-0008-0003;d;Podzadanie 15.5.2;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkowstwa Polski w UE;3285
0018-0008-0003-0001-0001;0018-0008-0003-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;3285
0018-0008-0003-0002;0018-0008-0003;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;3531
0018-0008-0003-0002-0001;0018-0008-0003-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;3531
0018-0009;0018;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;9384
0018-0009-0001;0018-0009;c;Zadanie 17.2;Zamykanie programów Narodowego Planu Rozwoju 2004-2006;598
0018-0009-0001-0001;0018-0009-0001;d;Podzadanie 17.2.1;Certyfikacja wydatków w ramach programów NPR;598
0018-0009-0001-0001-0001;0018-0009-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;598
0018-0009-0002;0018-0009;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;6854
0018-0009-0002-0001;0018-0009-0002;d;Podzadanie 17.3.1;Koordynacja NSRO 2007-2013 i zarządzanie realizacją PO Pomoc Techniczna;1012
0018-0009-0002-0001-0001;0018-0009-0002-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;1012
0018-0009-0002-0002;0018-0009-0002;d;Podzadanie 17.3.7;Rozliczanie środków pochodzących z UE w ramach NSRO;5842
0018-0009-0002-0002-0001;0018-0009-0002-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;5842
0018-0009-0003;0018-0009;c;Zadanie 17.4;Zarządzanie realizacją pozostałych programów finansowanych z udziałem niepodlegających zwrotowi środków pomocowych;1932
0018-0009-0003-0001;0018-0009-0003;d;Podzadanie 17.4.1;Zarządzanie realizacją zadań w ramach Mechanizmu Finansowego EOG oraz Norweskiego Mechanizmu Finansowego;751
0018-0009-0003-0001-0001;0018-0009-0003-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;751
0018-0009-0003-0002;0018-0009-0003;d;Podzadanie 17.4.2;Zarządzanie realizacją zadań w ramach Szwajcarsko-Polskiego Programu Współpracy (SPPW);606
0018-0009-0003-0002-0001;0018-0009-0003-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;606
0018-0009-0003-0003;0018-0009-0003;d;Podzadanie 17.4.10;Zarządzanie programem ogólnym ``Solidarność i zarządzanie przepływami migracyjnymi``;575
0018-0009-0003-0003-0001;0018-0009-0003-0003;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;575
0018-0010;0018;b;FUNKCJA 21;POLITYKA ROLNA I RYBACKA;308
0018-0010-0001;0018-0010;c;Zadanie 21.7;Realizacja Wspólnej Polityki Rolnej oraz pomocy krajowej;308
0018-0010-0001-0001;0018-0010-0001;d;Podzadanie 21.7.5;Program Rozwoju Obszarów Wiejskich 2007-2013;308
0018-0010-0001-0001-0001;0018-0010-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;308
0018-0011;0018;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;190134
0018-0011-0001;0018-0011;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;27181
0018-0011-0001-0002;0018-0011-0001;d;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;27181
0018-0011-0002;0018-0011;c;Zadanie 22.2;Obsługa administracyjna;123489
0018-0011-0002-0003;0018-0011-0002;d;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;123489
0018-0011-0003;0018-0011;c;Zadanie 22.3;Obsługa techniczna;39464
0018-0011-0003-0004;0018-0011-0003;d;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;39464
0019;;a;Dysponent;Ministerstwo Gospodarki;1468078
0019-0001;0019;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;1271632
0019-0001-0001;0019-0001;c;Zadanie 6.1;Wzrost konkurencyjności gospodarki;658021
0019-0001-0001-0001;0019-0001-0001;d;Podzadanie 6.1.1;Zmiana systemu stanowienia prawa i usprawnienie systemu oceny skutków regulacji;858
0019-0001-0001-0001-0001;0019-0001-0001-0001;e;Część 20;GOSPODARKA;858
0019-0001-0001-0002;0019-0001-0001;d;Podzadanie 6.1.2;Tworzenie warunków do zwiększania innowacyjności przedsiębiorstw;278711
0019-0001-0001-0002-0001;0019-0001-0001-0002;e;Część 20;GOSPODARKA;278711
0019-0001-0001-0003;0019-0001-0001;d;Podzadanie 6.1.3;Tworzenie warunków dla funkcjonowania przedsiębiorstw;102740
0019-0001-0001-0003-0001;0019-0001-0001-0003;e;Część 20;GOSPODARKA;102740
0019-0001-0001-0004;0019-0001-0001;d;Podzadanie 6.1.4;Wspieranie mikro, małych i średnich przedsiębiorstw;50524
0019-0001-0001-0004-0001;0019-0001-0001-0004;e;Część 20;GOSPODARKA;50524
0019-0001-0001-0005;0019-0001-0001;d;Podzadanie 6.1.5;System wsparcia inwestorów;93008
0019-0001-0001-0005-0001;0019-0001-0001-0005;e;Część 20;GOSPODARKA;93008
0019-0001-0001-0006;0019-0001-0001;d;Podzadanie 6.1.6;Współtworzenie polityki gospodarczej i wspólnej polityki handlowej Unii Europejskiej uwzgledniajacej interesy Polski;31500
0019-0001-0001-0006-0001;0019-0001-0001-0006;e;Część 20;GOSPODARKA;31500
0019-0001-0001-0007;0019-0001-0001;d;Podzadanie 6.1.7;Promocja gospodarcza Polski;92698
0019-0001-0001-0007-0001;0019-0001-0001-0007;e;Część 20;GOSPODARKA;92698
0019-0001-0001-0008;0019-0001-0001;d;Podzadanie 6.1.8;Intensyfikacja wymiany handlowej w zakresie produktu, usług i kapitału;7982
0019-0001-0001-0008-0001;0019-0001-0001-0008;e;Część 20;GOSPODARKA;7982
0019-0001-0002;0019-0001;c;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;613611
0019-0001-0002-0001;0019-0001-0002;d;Podzadanie 6.2.1;Dywersyfikacja źródeł energii i tworzenie nowych zdolności przesyłowych i transportowych energii elektrycznej, gazu ziemnego i ropy naftowej oraz rozbudowa podziemnych magazynów gazu ziemnego;9959
