ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0017-0001-0001-0002;0017-0001-0001;d;Podzadanie 2.5.3;Obrona cywilna;71
0017-0001-0001-0002-0001;0017-0001-0001-0002;e;Część 30;OŚWIATA I WYCHOWANIE;71
0017-0002;0017;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;372027
0017-0002-0001;0017-0002;c;Zadanie 3.1;Edukacja i wychowanie;372027
0017-0002-0001-0001;0017-0002-0001;d;Podzadanie 3.1.1;Zarządzanie i nadzór nad systemem edukacji i wychowania;13921
0017-0002-0001-0001-0001;0017-0002-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;13921
0017-0002-0001-0002;0017-0002-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;56313
0017-0002-0001-0002-0001;0017-0002-0001-0002;e;Część 30;OŚWIATA I WYCHOWANIE;56313
0017-0002-0001-0003;0017-0002-0001;d;Podzadanie 3.1.3;Kształcenie i doskonalenie nauczycieli oraz kształtowanie ich pragmatyki zawodowej;55899
0017-0002-0001-0003-0001;0017-0002-0001-0003;e;Część 30;OŚWIATA I WYCHOWANIE;55899
0017-0002-0001-0004;0017-0002-0001;d;Podzadanie 3.1.4;Egzaminy zewnętrzne;199809
0017-0002-0001-0004-0001;0017-0002-0001-0004;e;Część 30;OŚWIATA I WYCHOWANIE;199809
0017-0002-0001-0005;0017-0002-0001;d;Podzadanie 3.1.5;Wspieranie uczniów zdolnych oraz dzieci i młodzieży ze specjalnymi potrzebami edukacyjnymi;17159
0017-0002-0001-0005-0001;0017-0002-0001-0005;e;Część 30;OŚWIATA I WYCHOWANIE;17159
0017-0002-0001-0006;0017-0002-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;27834
0017-0002-0001-0006-0001;0017-0002-0001-0006;e;Część 30;OŚWIATA I WYCHOWANIE;27834
0017-0002-0001-0007;0017-0002-0001;d;Podzadanie 3.1.7;Wspieranie dostępu do podręczników;508
0017-0002-0001-0007-0001;0017-0002-0001-0007;e;Część 30;OŚWIATA I WYCHOWANIE;508
0017-0002-0001-0008;0017-0002-0001;d;Podzadanie 3.1.8;Wsparcie działalności edukacyjno-wychowawczej;584
0017-0002-0001-0008-0001;0017-0002-0001-0008;e;Część 30;OŚWIATA I WYCHOWANIE;584
0017-0003;0017;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;133
0017-0003-0001;0017-0003;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;133
0017-0003-0001-0001;0017-0003-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;133
0017-0003-0001-0001-0001;0017-0003-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;133
0017-0004;0017;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;27862
0017-0004-0001;0017-0004;c;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;20067
0017-0004-0001-0001;0017-0004-0001;d;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;20067
0017-0004-0001-0001-0001;0017-0004-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;20067
0017-0004-0002;0017-0004;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;7795
0017-0004-0002-0001;0017-0004-0002;d;Podzadanie 15.5.2;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkowstwa Polski w UE;7795
0017-0004-0002-0001-0001;0017-0004-0002-0001;e;Część 30;OŚWIATA I WYCHOWANIE;7795
0017-0004-0002-0002;0017-0004-0002;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0017-0004-0002-0002-0001;0017-0004-0002-0002;e;Część 30;OŚWIATA I WYCHOWANIE;0
0017-0005;0017;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;2347
0017-0005-0001;0017-0005;c;Zadanie 16.2;Podtrzymywanie tożsamości kulturowej mniejszości narodowych i etnicznych;948
0017-0005-0001-0001;0017-0005-0001;d;Podzadanie 16.2.1;Działania wobec mniejszości narodowych i etnicznych;948
0017-0005-0001-0001-0001;0017-0005-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;948
0017-0005-0002;0017-0005;c;Zadanie 16.4;Wspieranie Polonii i Polaków za granicą;1399
0017-0005-0002-0001;0017-0005-0002;d;Podzadanie 16.4.1;Współpraca i wspieranie Polonii i Polaków za granicą;1399
0017-0005-0002-0001-0001;0017-0005-0002-0001;e;Część 30;OŚWIATA I WYCHOWANIE;1399
0017-0006;0017;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;12065
0017-0006-0001;0017-0006;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;12065
0017-0006-0001-0001;0017-0006-0001;d;Podzadanie 17.3.1;Koordynacja NSRO 2007-2013 i zarządzanie realizacją PO Pomoc Techniczna;12065
0017-0006-0001-0001-0001;0017-0006-0001-0001;e;Część 30;OŚWIATA I WYCHOWANIE;12065
0017-0007;0017;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;28209
0017-0007-0001;0017-0007;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;10551
0017-0007-0001-0002;0017-0007-0001;d;Część 30;OŚWIATA I WYCHOWANIE;10551
0017-0007-0002;0017-0007;c;Zadanie 22.2;Obsługa administracyjna;5926
0017-0007-0002-0003;0017-0007-0002;d;Część 30;OŚWIATA I WYCHOWANIE;5926
0017-0007-0003;0017-0007;c;Zadanie 22.3;Obsługa techniczna;11732
0017-0007-0003-0004;0017-0007-0003;d;Część 30;OŚWIATA I WYCHOWANIE;11732
0018;;a;Dysponent;Ministerstwo Finansów;131897503
0018-0001;0018;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;720
0018-0001-0001;0018-0001;c;Zadanie 1.5;Organizacja i przeprowadzanie wyborów;720
0018-0001-0001-0001;0018-0001-0001;d;Podzadanie 1.5.6;Finansowanie partii politycznych;720
0018-0001-0001-0001-0001;0018-0001-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;720
0018-0002;0018;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;38712516
0018-0002-0001;0018-0002;c;Zadanie 3.1;Edukacja i wychowanie;38712516
0018-0002-0001-0001;0018-0002-0001;d;Podzadanie 3.1.8;Wsparcie działalności edukacyjno-wychowawczej;38712516
0018-0002-0001-0001-0001;0018-0002-0001-0001;e;Część 82;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;38712516
0018-0003;0018;b;FUNKCJA 4;ZARZĄDZANIE FINANSAMI PAŃSTWA;92764519
0018-0003-0001;0018-0003;c;Zadanie 4.1;Opracowywanie i wykonywanie budżetu państwa;3368810
0018-0003-0001-0001;0018-0003-0001;d;Podzadanie 4.1.1;Opracowanie metodologii i planowanie budżetowe;2859265
0018-0003-0001-0001-0001;0018-0003-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;2859265
0018-0003-0001-0002;0018-0003-0001;d;Podzadanie 4.1.2;Realizacja budżetu państwa;509545
0018-0003-0001-0002-0001;0018-0003-0001-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;509545
0018-0003-0002;0018-0003;c;Zadanie 4.2;Opracowanie systemu finansowania jednostek samorządu terytorialnego (jst) i sfery budżetowej;1656069
0018-0003-0002-0001;0018-0003-0002;d;Podzadanie 4.2.1;Zapewnienie spójności systemu finansów publicznych;615596
0018-0003-0002-0001-0001;0018-0003-0002-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;615596
0018-0003-0002-0002;0018-0003-0002;d;Podzadanie 4.2.2;Analiza i ocena funkcjonowania systemu finansowania jst;485980
0018-0003-0002-0002-0001;0018-0003-0002-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;485980
0018-0003-0002-0003;0018-0003-0002;d;Podzadanie 4.2.3;Kontrola skarbowa i wywiad skarbowy;554493
0018-0003-0002-0003-0001;0018-0003-0002-0003;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;554493
0018-0003-0003;0018-0003;c;Zadanie 4.3;Realizacja dochodów z podatków bezpośrednich, pośrednich oraz dochodów niepodatkowych;87739640
0018-0003-0003-0001;0018-0003-0003;d;Podzadanie 4.3.1;Pobór podatków w tym ustalanie i określanie zobowiązań podatkowych oraz niepodatkowych należności budżetu państwa i jednostek samorządu terytorialnego;28266381
0018-0003-0003-0001-0001;0018-0003-0003-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;183346
0018-0003-0003-0001-0002;0018-0003-0003-0001;e;Część 81;REZERWA OGÓLNA;95000
0018-0003-0003-0001-0003;0018-0003-0003-0001;e;Część 82;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;11508600
0018-0003-0003-0001-0004;0018-0003-0003-0001;e;Część 83;REZERWY CELOWE (ogółem);16479435
0018-0003-0003-0002;0018-0003-0003;d;Podzadanie 4.3.2;Zapewnienie sprawnej obsługi podatników;41807
0018-0003-0003-0002-0001;0018-0003-0003-0002;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;41807
0018-0003-0003-0003;0018-0003-0003;d;Podzadanie 4.3.3;Pobór ceł i udogodnienia w handlu i podróżach przez granicę;42744006
0018-0003-0003-0003-0001;0018-0003-0003-0003;e;Część 78;OBSŁUGA ZADŁUśENIA ZAGRANICZNEGO;9905186
0018-0003-0003-0003-0002;0018-0003-0003-0003;e;Część 79;OBSŁUGA DŁUGU KRAJOWEGO;32838820
0018-0003-0003-0004;0018-0003-0003;d;Podzadanie 4.3.4;Prowadzenie postępowań egzekucyjnych;16687446
0018-0003-0003-0004-0001;0018-0003-0003-0004;e;Część 84;Środki włase Unii Europejskiej;16687446
0018-0004;0018;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;233954
0018-0004-0001;0018-0004;c;Zadanie 6.6;Wykonywanie czynności z zakresu ochrony własności intelektualnej;233954
0018-0004-0001-0001;0018-0004-0001;d;Podzadanie 6.6.3;Egzekwowanie zakazów i ograniczeń związanych z posiadaniem, rozpowszechnianiem lub obrotem towarami;233954
0018-0004-0001-0001-0001;0018-0004-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;233954
0018-0005;0018;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;163994
0018-0005-0001;0018-0005;c;Zadanie 11.2;Rozwój zdolności obronnych;163994
0018-0005-0001-0001;0018-0005-0001;d;Podzadanie 11.2.1;Programy operacyjne;163994
0018-0005-0001-0001-0001;0018-0005-0001-0001;e;Część 78;OBSŁUGA ZADŁUśENIA ZAGRANICZNEGO;163994
0018-0006;0018;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;21800
0018-0006-0001;0018-0006;c;Zadanie 13.1;Pomoc i integracja społeczna;21800
0018-0006-0001-0001;0018-0006-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;21800
0018-0006-0001-0001-0001;0018-0006-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;21800
0018-0007;0018;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0018-0007-0001;0018-0007;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0018-0007-0001-0001;0018-0007-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0018-0007-0001-0001-0001;0018-0007-0001-0001;e;Część 19;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;0
0019;;a;Dysponent;Ministerstwo Gospodarki;1616348
0019-0001;0019;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;1488656
0019-0001-0001;0019-0001;c;Zadanie 6.1;Wzrost konkurencyjności gospodarki;854760
0019-0001-0001-0001;0019-0001-0001;d;Podzadanie 6.1.1;Zmiana systemu stanowienia prawa i usprawnienie systemu oceny skutków regulacji;444509
0019-0001-0001-0001-0001;0019-0001-0001-0001;e;Część 20;GOSPODARKA;444509
0019-0001-0001-0002;0019-0001-0001;d;Podzadanie 6.1.2;Tworzenie warunków do zwiększania innowacyjności przedsiębiorstw;202661
0019-0001-0001-0002-0001;0019-0001-0001-0002;e;Część 20;GOSPODARKA;202661
0019-0001-0001-0003;0019-0001-0001;d;Podzadanie 6.1.3;Tworzenie warunków dla funkcjonowania przedsiębiorstw;148493
0019-0001-0001-0003-0001;0019-0001-0001-0003;e;Część 20;GOSPODARKA;148493
0019-0001-0001-0004;0019-0001-0001;d;Podzadanie 6.1.4;Wspieranie mikro, małych i średnich przedsiębiorstw;59097
0019-0001-0001-0004-0001;0019-0001-0001-0004;e;Część 20;GOSPODARKA;59097
0019-0001-0002;0019-0001;c;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;633896
0019-0001-0002-0001;0019-0001-0002;d;Podzadanie 6.2.1;Dywersyfikacja źródeł energii i tworzenie nowych zdolności przesyłowych i transportowych energii elektrycznej, gazu ziemnego i ropy naftowej oraz rozbudowa podziemnych magazynów gazu ziemnego;512164
0019-0001-0002-0001-0001;0019-0001-0002-0001;e;Część 20;GOSPODARKA;512164
0019-0001-0002-0002;0019-0001-0002;d;Podzadanie 6.2.2;Tworzenie warunków dla funkcjonowania górnictwa węgla kamiennego;3028
0019-0001-0002-0002-0001;0019-0001-0002-0002;e;Część 20;GOSPODARKA;3028
0019-0001-0002-0003;0019-0001-0002;d;Podzadanie 6.2.3;Wspieranie bezpieczeństwa energetycznego;118704
0019-0001-0002-0003-0001;0019-0001-0002-0003;e;Część 20;GOSPODARKA;118704
0019-0002;0019;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;88497
0019-0002-0001;0019-0002;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;88497
0019-0002-0001-0001;0019-0002-0001;d;Podzadanie 11.5.1;Mobilizacja gospodarki;88233
0019-0002-0001-0001-0001;0019-0002-0001-0001;e;Część 20;GOSPODARKA;88233
0019-0002-0001-0002;0019-0002-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;264
0019-0002-0001-0002-0001;0019-0002-0001-0002;e;Część 20;GOSPODARKA;264
0019-0003;0019;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0019-0003-0001;0019-0003;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0019-0003-0001-0001;0019-0003-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0019-0003-0001-0001-0001;0019-0003-0001-0001;e;Część 20;GOSPODARKA;0
0019-0004;0019;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;39195
0019-0004-0001;0019-0004;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;2479
0019-0004-0001-0002;0019-0004-0001;d;Część 20;GOSPODARKA;2479
0019-0004-0002;0019-0004;c;Zadanie 22.2;Obsługa administracyjna;14133
0019-0004-0002-0003;0019-0004-0002;d;Część 20;GOSPODARKA;14133
0019-0004-0003;0019-0004;c;Zadanie 22.3;Obsługa techniczna;22583
0019-0004-0003-0004;0019-0004-0003;d;Część 20;GOSPODARKA;22583
0020;;a;Dysponent;Ministerstwo Infrastruktury;8716516
0020-0001;0020;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;115132
0020-0001-0001;0020-0001;c;Zadanie 3.2;Szkolnictwo wyższe;115132
0020-0001-0001-0001;0020-0001-0001;d;Podzadanie 3.2.2;Kształcenie w szkolnictwie wyższym akademickim;100854
0020-0001-0001-0001-0001;0020-0001-0001-0001;e;Część 21;GOSPODARKA  MORSKA;90692
0020-0001-0001-0001-0002;0020-0001-0001-0001;e;Część 39;TRANSPORT;10162
0020-0001-0001-0002;0020-0001-0001;d;Podzadanie 3.2.3;Kształcenie w szkolnictwie wyższym zawodowym;12350
0020-0001-0001-0002-0001;0020-0001-0001-0002;e;Część 21;GOSPODARKA  MORSKA;12350
0020-0001-0001-0003;0020-0001-0001;d;Podzadanie 3.2.4;Wsparcie procesu studiowania;1928
0020-0001-0001-0003-0001;0020-0001-0001-0003;e;Część 21;GOSPODARKA  MORSKA;1928
0020-0002;0020;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;9192
0020-0002-0001;0020-0002;c;Zadanie 6.3;Wspieranie i regulacja rynku telekomunikacyjnego i pocztowego;9192
0020-0002-0001-0001;0020-0002-0001;d;Podzadanie 6.3.1;Regulacja rynku usług telekomunikacyjnych i pocztowych;7220
0020-0002-0001-0001-0001;0020-0002-0001-0001;e;Część 26;ŁĄCZNOŚĆ;7220
0020-0002-0001-0002;0020-0002-0001;d;Podzadanie 6.3.2;Rekompensowanie operatorom kosztów nieodpłatnego doręczania przesyłek pocztowych ustawowo zwolnionych z opłat;1972
0020-0002-0001-0002-0001;0020-0002-0001-0002;e;Część 26;ŁĄCZNOŚĆ;1972
0020-0003;0020;b;FUNKCJA 7;GOSPODARKA PRZESTRZENNA, BUDOWNICTWO I MIESZKALNICTWO;1387831
0020-0003-0001;0020-0003;c;Zadanie 7.1;Wspieranie budownictwa;1368360
0020-0003-0001-0001;0020-0003-0001;d;Podzadanie 7.1.1;Termomodernizacja i remonty zasobów mieszkaniowych;220000
0020-0003-0001-0001-0001;0020-0003-0001-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;220000
0020-0003-0001-0002;0020-0003-0001;d;Podzadanie 7.1.2;Budownictwo społeczne na wynajem;484978
0020-0003-0001-0002-0001;0020-0003-0001-0002;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;484978
0020-0003-0001-0003;0020-0003-0001;d;Podzadanie 7.1.3;Infrastruktura techniczna towarzysząca budownictwu mieszkaniowemu;660000
0020-0003-0001-0003-0001;0020-0003-0001-0003;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;660000
0020-0003-0001-0004;0020-0003-0001;d;Podzadanie 7.1.4;Budownictwo własnościowe;3382
0020-0003-0001-0004-0001;0020-0003-0001-0004;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;3382
0020-0003-0002;0020-0003;c;Zadanie 7.2;Zagospodarowanie przestrzenne i gospodarka nieruchomościami;11612
0020-0003-0002-0001;0020-0003-0002;d;Podzadanie 7.2.1;Zagospodarowanie przestrzenne kraju;3502
0020-0003-0002-0001-0001;0020-0003-0002-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;3502
0020-0003-0002-0002;0020-0003-0002;d;Podzadanie 7.2.2;Gospodarka nieruchomościami;8110
0020-0003-0002-0002-0001;0020-0003-0002-0002;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;8110
0020-0003-0003;0020-0003;c;Zadanie 7.4;Nadzór budowlany;7859
0020-0003-0003-0001;0020-0003-0003;d;Podzadanie 7.4.1;Kontrola procesu budowlanego;3622
0020-0003-0003-0001-0001;0020-0003-0003-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;3622
0020-0003-0003-0002;0020-0003-0003;d;Podzadanie 7.4.2;Kontrola rynku wyrobów budowlanych;1369
0020-0003-0003-0002-0001;0020-0003-0003-0002;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;1369
0020-0003-0003-0003;0020-0003-0003;d;Podzadanie 7.4.3;Orzecznictwo administracyjne;2868
0020-0003-0003-0003-0001;0020-0003-0003-0003;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;2868
0020-0004;0020;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;25446
0020-0004-0001;0020-0004;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;25446
0020-0004-0001-0001;0020-0004-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;25446
0020-0004-0001-0001-0001;0020-0004-0001-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;324
0020-0004-0001-0001-0002;0020-0004-0001-0001;e;Część 21;GOSPODARKA  MORSKA;637
0020-0004-0001-0001-0003;0020-0004-0001-0001;e;Część 26;ŁĄCZNOŚĆ;1886
0020-0004-0001-0001-0004;0020-0004-0001-0001;e;Część 39;TRANSPORT;22599
0020-0005;0020;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;120000
0020-0005-0001;0020-0005;c;Zadanie 13.1;Pomoc i integracja społeczna;120000
0020-0005-0001-0001;0020-0005-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;120000
0020-0005-0001-0001-0001;0020-0005-0001-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;120000
0020-0006;0020;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;4973
0020-0006-0001;0020-0006;c;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;4082
0020-0006-0001-0001;0020-0006-0001;d;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;4082
0020-0006-0001-0001-0001;0020-0006-0001-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;35
0020-0006-0001-0001-0002;0020-0006-0001-0001;e;Część 21;GOSPODARKA  MORSKA;750
0020-0006-0001-0001-0003;0020-0006-0001-0001;e;Część 26;ŁĄCZNOŚĆ;1910
0020-0006-0001-0001-0004;0020-0006-0001-0001;e;Część 39;TRANSPORT;1387
0020-0006-0002;0020-0006;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;891
0020-0006-0002-0001;0020-0006-0002;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;891
0020-0006-0002-0001-0001;0020-0006-0002-0001;e;Część 18;BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA;0
0020-0006-0002-0001-0002;0020-0006-0002-0001;e;Część 21;GOSPODARKA  MORSKA;108
0020-0006-0002-0001-0003;0020-0006-0002-0001;e;Część 26;ŁĄCZNOŚĆ;436
0020-0006-0002-0001-0004;0020-0006-0002-0001;e;Część 39;TRANSPORT;347
0020-0007;0020;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;214328
0020-0007-0001;0020-0007;c;Zadanie 17.2;Zamykanie programów Narodowego Planu Rozwoju 2004-2006;0
0020-0007-0001-0001;0020-0007-0001;d;Podzadanie 17.2.2;Zamykanie pomocy w ramach programu SPOT;0
0020-0007-0001-0001-0001;0020-0007-0001-0001;e;Część 39;TRANSPORT;0
0020-0007-0002;0020-0007;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;214328
0020-0007-0002-0001;0020-0007-0002;d;Podzadanie 17.3.7;Rozliczanie środków pochodzących z UE w ramach NSRO;14692
0020-0007-0002-0001-0001;0020-0007-0002-0001;e;Część 21;GOSPODARKA  MORSKA;614
0020-0007-0002-0001-0002;0020-0007-0002-0001;e;Część 39;TRANSPORT;14078
0020-0007-0002-0002;0020-0007-0002;d;Podzadanie 17.3.9;Wdrażanie PO Innowacyjna Gospodarka;199636
0020-0007-0002-0002-0001;0020-0007-0002-0002;e;Część 39;TRANSPORT;199636
0020-0008;0020;b;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;6758835
0020-0008-0001;0020-0008;c;Zadanie 19.1;Wspieranie transportu drogowego;3069019
0020-0008-0001-0001;0020-0008-0001;d;Podzadanie 19.1.1;Budowa i przebudowa sieci dróg krajowych;750298
0020-0008-0001-0001-0001;0020-0008-0001-0001;e;Część 39;TRANSPORT;750298
0020-0008-0001-0002;0020-0008-0001;d;Podzadanie 19.1.2;Utrzymanie i zarządzanie siecią dróg krajowych;2162059
0020-0008-0001-0002-0001;0020-0008-0001-0002;e;Część 39;TRANSPORT;2162059
0020-0008-0001-0003;0020-0008-0001;d;Podzadanie 19.1.3;Zapewnienie bezpieczeństwa użytkownikom sieci drogowej;143528
0020-0008-0001-0003-0001;0020-0008-0001-0003;e;Część 39;TRANSPORT;143528
0020-0008-0001-0004;0020-0008-0001;d;Podzadanie 19.1.4;Kształtowanie warunków dla rozwoju transportu drogowego;13134
0020-0008-0001-0004-0001;0020-0008-0001-0004;e;Część 39;TRANSPORT;13134
0020-0008-0002;0020-0008;c;Zadanie 19.2;Wspieranie transportu kolejowego;2775664
0020-0008-0002-0001;0020-0008-0002;d;Podzadanie 19.2.1;Budowa, rozbudowa i modernizacja infrastruktury kolejowej;907503
0020-0008-0002-0001-0001;0020-0008-0002-0001;e;Część 39;TRANSPORT;907503
0020-0008-0002-0002;0020-0008-0002;d;Podzadanie 19.2.2;Utrzymanie powszechnie dostępnej infrastruktury kolejowej;1175000
0020-0008-0002-0002-0001;0020-0008-0002-0002;e;Część 39;TRANSPORT;1175000
