"idef";"idef_sort";"parent";"parent_sort";"node";"leaf";"level";"type";"name";"czesc";"wartosc_bazowa";"wartosc_rok_obec";"v_total";"v_nation";"v_eu";"v_proc_nation";"v_proc_eu"
"1-8-1-1";"001-008-001-001";"1-8-1";"001-008-001";0;"f";"d";"Cel";"Projektowanie w porozumieniu z Prezesem Rady Ministrów kierunków polityki państwa oraz opiniowanie projektów aktów ustawodawczych oraz umów międzynarodowych w dziedzinie radiofonii i telewizji";"9";;;;;;;
"1-8-1-1";"001-008-001-001";"1-8-1";"001-008-001";1;"f";"d";"Dysponent";"Krajowa Rada Radiofonii i Telewizji";"9";;;3835;3835;0;100;0
"1-8-1-1-1";"001-008-001-001-001";"1-8-1-1";"001-008-001-001";0;"t";"e";"Miernik";"Liczba rozporządzeń, stanowisk i komunikatów KRRiT";"9";"26";"17";;;;;
"1-8-1-1-1";"001-008-001-001-001";"1-8-1-1";"001-008-001-001";1;"f";"e";"Cel";"Zapewnienie odbiorcom w granicach obowiązującego prawa róŜhnorodnej oferty programowej";"9";;;;;;;
"1-8-1-1-1-1";"001-008-001-001-001-001";"1-8-1-1-1";"001-008-001-001-001";1;"t";"f";"Miernik";"Relacja liczby decyzji i postanowień Przewodniczącego KRRiT do liczby wniosków o udzielenie i zmianę koncesji radiowych i telewizyjnych oraz zgłoszeń o wpis do rejestru programów rozprowadzanych w sieciach kablowych (w %)";"9";"105%";"99%";;;;;
"1-8-1-1-2";"001-008-001-001-002";"1-8-1-1";"001-008-001-001";0;"t";"e";"Miernik";"Liczba uchwał";"9";"640";"600";;;;;
"1-8-1-2";"001-008-001-002";"1-8-1";"001-008-001";0;"f";"d";"Cel";"Zapewnienie wolności słowa w radiu i telewizji, samodzielności dostawców usług medialnych i interesów odbiorców oraz otwartego i pluralistycznego charakteru radiofonii i telewizji";"9";;;;;;;
"1-8-1-2-1";"001-008-001-002-001";"1-8-1-2";"001-008-001-002";0;"t";"e";"Miernik";"Liczba rozporządzeń, stanowisk i komunikatów KRRiT";"9";"26";"17";;;;;
"1-8-2";"001-008-002";"1-8";"001-008";1;"f";"c";"Podzadanie 1.8.2";"Kontrola programów radiowych, telewizyjnych i  usług na Ŝądanie oraz organizowanie badań treści i odbioru tych programów i usług";;;;4826;4826;0;100;0
"1-8-2-1";"001-008-002-001";"1-8-2";"001-008-002";1;"f";"d";"Dysponent";"Krajowa Rada Radiofonii i Telewizji";"9";;;4826;4826;0;100;0
"1-8-2-1-1";"001-008-002-001-001";"1-8-2-1";"001-008-002-001";1;"f";"e";"Cel";"Nadzorowanie przestrzegania przez nadawców przepisów prawa w zakresie programów";"9";;;;;;;
"1-8-2-1-1-1";"001-008-002-001-001-001";"1-8-2-1-1";"001-008-002-001-001";1;"t";"f";"Miernik";"Liczba przeprowadzonych kontroli oraz skontrolowanych programów";"9";"2445";"3051";;;;;
"1-8-3";"001-008-003";"1-8";"001-008";1;"f";"c";"Podzadanie 1.8.3";"Działalność KRRiT w zakresie środków abonamentowych";;;;2114;2114;0;100;0
"1-8-3-1";"001-008-003-001";"1-8-3";"001-008-003";1;"f";"d";"Dysponent";"Krajowa Rada Radiofonii i Telewizji";"9";;;2114;2114;0;100;0
"1-8-3-1-1";"001-008-003-001-001";"1-8-3-1";"001-008-003-001";1;"f";"e";"Cel";"Rozpatrywanie wniosków w sprawie umorzenia i rozłoŜenia na raty zaległości w opłatach abonamentowych rtv";"9";;;;;;;
"1-8-3-1-1-1";"001-008-003-001-001-001";"1-8-3-1-1";"001-008-003-001-001";1;"t";"f";"Miernik";"Liczba rozpatrzonych wniosków przypadająca na 1 etat kalkulacyjny pracowników zajmująych się powyŜszym w skali całego roku";"9";"1387";"2300";;;;;
"1-9";"001-009";"1";"001";;"f";"b";"Zadanie 1.9";"Gromadzenie i zarządzanie dokumentami organów określonych w ustawie o IPN";;;;247567;247567;0;100;0
"1-9-1";"001-009-001";"1-9";"001-009";0;"f";"c";"Dysponent";"Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu";"13";;;247567;247567;0;100;0
"1-9-1";"001-009-001";"1-9";"001-009";1;"f";"c";"Podzadanie 1.9.1";"Udostępnianie dokumentów i informacji o zbiorach zgromadzonych w archiwach IPN";;;;122459;122459;0;100;0
"1-9-1-1";"001-009-001-001";"1-9-1";"001-009-001";0;"f";"d";"Cel";"Upowszechnianie wiedzy o najnowszej historii Polski na podstawie zgromadzonego materiału archiwalnego i ściganie zbrodni przeciwko Narodowi Polskiemu";"13";;;;;;;
"1-9-1-1";"001-009-001-001";"1-9-1";"001-009-001";1;"f";"d";"Dysponent";"Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu";"13";;;122459;122459;0;100;0
"1-9-1-1-1";"001-009-001-001-001";"1-9-1-1";"001-009-001-001";0;"t";"e";"Miernik";"Stopień realizacji podzadań w %";"13";"34%";"100%";;;;;
"1-9-1-1-1";"001-009-001-001-001";"1-9-1-1";"001-009-001-001";1;"f";"e";"Cel";"Wzrost liczby uporządkowanych, opracowanych i udostępnionych dokumentów w postaci cyfrowej wszystkim kategoriom wnioskodawców";"13";;;;;;;
"1-9-1-1-1-1";"001-009-001-001-001-001";"1-9-1-1-1";"001-009-001-001-001";1;"t";"f";"Miernik";"Liczba w % zdigitalizowanych, opracowanych i udostępnionych dokumentów w stosunku do ogolnej liczby udostępnionych dokumentów";"13";"50%";"60%";;;;;
"1-9-2";"001-009-002";"1-9";"001-009";1;"f";"c";"Podzadanie 1.9.2";"Prowadzenie śledztw w sprawie zbrodni nazistowskich, komunistycznych oraz przeciwko ludzkości i innych";;;;31231;31231;0;100;0
"1-9-2-1";"001-009-002-001";"1-9-2";"001-009-002";1;"f";"d";"Dysponent";"Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu";"13";;;31231;31231;0;100;0
"1-9-2-1-1";"001-009-002-001-001";"1-9-2-1";"001-009-002-001";1;"f";"e";"Cel";"Zagwarantowanie obywatelom konstytucyjnego prawa do wszechstronnego i bez nieuzasadnionej zwłoki wyjasnienia przez uprawniony organ wszystkich okoliczności dotyczących zbrodni nazistowskich, komunistycznych, wojennych przeciwko ludzkości, pokojowi";"13";;;;;;;
"1-9-2-1-1-1";"001-009-002-001-001-001";"1-9-2-1-1";"001-009-002-001-001";1;"t";"f";"Miernik";"Liczba postępowań załatwionych przez prokuratorów IPN w ciągu całego roku kalendarzowego (w szt.)";"13";"1174";"1218";;;;;
"1-9-3";"001-009-003";"1-9";"001-009";1;"f";"c";"Podzadanie 1.9.3";"Przygotowywanie i publikowanie informacji dotyczących funkcjonariuszy organów bezpieczeństwa państwa, osób rozpracowywanych, funkcjonariuszy państwowych i partyjnych w latach 1944-1990 oraz osób publicznych, prowadzenie rejestru oświadczeń lustracyjnych i jego analiza, przygotowanie postępowań lustracyjnych";;;;28381;28381;0;100;0
"1-9-3-1";"001-009-003-001";"1-9-3";"001-009-003";1;"f";"d";"Dysponent";"Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu";"13";;;28381;28381;0;100;0
"1-9-3-1-1";"001-009-003-001-001";"1-9-3-1";"001-009-003-001";1;"f";"e";"Cel";"Publikacja w BIP IPN zgodnie z art. 22 ust. 1 i 2 tzw. ustawy lustracyjnej z 2006 r. oraz w katalogach z art. 52 a pkt.6,7, i 8 ustawy IPN z 1998 oraz przygotowanie postepowań lustracyjnych";"13";;;;;;;
"1-9-3-1-1-1";"001-009-003-001-001-001";"1-9-3-1-1";"001-009-003-001-001";1;"t";"f";"Miernik";"Liczba osob odnośnie ktorych zebrano i ostatecznie zweryfikowano informacje (w szt.)";"13";"15506";"16500";;;;;
"1-9-4";"001-009-004";"1-9";"001-009";1;"f";"c";"Podzadanie 1.9.4";"Prowadzenie działalności edukacyjnej i popularyzatorskiej";;;;65496;65496;0;100;0
"1-9-4-1";"001-009-004-001";"1-9-4";"001-009-004";1;"f";"d";"Dysponent";"Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu";"13";;;65496;65496;0;100;0
"1-9-4-1-1";"001-009-004-001-001";"1-9-4-1";"001-009-004-001";1;"f";"e";"Cel";"Prowadzenie badań naukowych nad najnowszą historią Polski i upowszechnianie ich";"13";;;;;;;
"1-9-4-1-1-1";"001-009-004-001-001-001";"1-9-4-1-1";"001-009-004-001-001";1;"t";"f";"Miernik";"Ilość przedsięwzięć";"13";"1822";"1847";;;;;
"1-10";"001-010";"1";"001";;"f";"b";"Zadanie 1.10";"Ocena gospodarki finansowej jednostek samorządu terytorialnego z punktu widzenia kryteriów ustawowych";;;;103478;103284;194;99.81;0.19
"1-10-1";"001-010-001";"1-10";"001-010";0;"f";"c";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"80";;;103478;103284;194;99.81;0.19
"1-10-1";"001-010-001";"1-10";"001-010";1;"f";"c";"Podzadanie 1.10.1";"Przygotowanie i wykonanie kontroli oraz upublicznienie ich wyników";;;;48395;48306;89;99.82;0.18
"1-10-1-1";"001-010-001-001";"1-10-1";"001-010-001";0;"f";"d";"Cel";"Zapewnienie płynności i stabilności finansowej jednostek samorządu terytorialnego";"80";;;;;;;
"1-10-1-1";"001-010-001-001";"1-10-1";"001-010-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"80";;;48395;48306;89;99.82;0.18
"1-10-1-1-1";"001-010-001-001-001";"1-10-1-1";"001-010-001-001";0;"t";"e";"Miernik";"Liczba negatywnych raportów o stanie gospodarki finansowej w relacji do liczby nadzorowanych jednostek";"80";"<9%";"<9%";;;;;
"1-10-1-1-1";"001-010-001-001-001";"1-10-1-1";"001-010-001-001";1;"f";"e";"Cel";"Wyeliminowanie nieprawidłowości zagraŜających prawidłowemu gospodarowaniu środkami publicznymi jst";"80";;;;;;;
"1-10-1-1-1-1";"001-010-001-001-001-001";"1-10-1-1-1";"001-010-001-001-001";1;"t";"f";"Miernik";"Liczba skierowanych zawiadomień o naruszeniu dyscypliny finansów publicznych w relacji do przeprowadzonych kontroli";"80";"7%";"7%";;;;;
"1-10-1-2";"001-010-001-002";"1-10-1";"001-010-001";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;2155;2155;0;100;0
"1-10-1-2-1";"001-010-001-002-001";"1-10-1-2";"001-010-001-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"1-10-1-2-1-1";"001-010-001-002-001-001";"1-10-1-2-1";"001-010-001-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"1-10-2";"001-010-002";"1-10";"001-010";0;"f";"c";"Dysponent";"Wojewodowie";"85";;;4311;4311;0;100;0
"1-10-2";"001-010-002";"1-10";"001-010";1;"f";"c";"Podzadanie 1.10.2";"Sprawowanie nadzoru nad jednostkami samorządu terytorialnego oraz działalność opiniodawcza";;;;55083;54978;105;99.81;0.19
"1-10-2-1";"001-010-002-001";"1-10-2";"001-010-002";0;"f";"d";"Cel";"Zapewnienie zgodnego z prawem działania JST";"85";;;;;;;
"1-10-2-1";"001-010-002-001";"1-10-2";"001-010-002";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"80";;;55083;54978;105;99.81;0.19
"1-10-2-1-1";"001-010-002-001-001";"1-10-2-1";"001-010-002-001";0;"t";"e";"Miernik";"Ilość zbadanych pod względem formalno-prawnym uchwał/zarządzeń organów JST";"85";"-";"20200";;;;;
"1-10-2-1-1";"001-010-002-001-001";"1-10-2-1";"001-010-002-001";1;"f";"e";"Cel";"Zapewnienie zgodnego z prawem uchwalania budŜetów przez jst, stanowiących podstawę gospodarki finansowej";"80";;;;;;;
"1-10-2-1-1-1";"001-010-002-001-001-001";"1-10-2-1-1";"001-010-002-001-001";1;"t";"f";"Miernik";"Liczba uchylonych przez sądy administracyjne rozstrzygnięć nadzorczych izby";"80";"<8%";"<8%";;;;;
"1-10-2-2";"001-010-002-002";"1-10-2";"001-010-002";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;2156;2156;0;100;0
"1-10-2-2-1";"001-010-002-002-001";"1-10-2-2";"001-010-002-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"1-10-2-2-1-1";"001-010-002-002-001-001";"1-10-2-2-1";"001-010-002-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"2";"002";;;;"f";"a";"FUNKCJA 2";"BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY";;;;15816359;15764059;52300;99.67;0.33
"2-1";"002-001";"2";"002";;"f";"b";"Zadanie 2.1";"Ochrona obywateli, utrzymanie porządku publicznego oraz działania na rzecz poprawy bezpieczeństwa";;;;5349658;5327190;22468;99.58;0.42
"2-1-1";"002-001-001";"2-1";"002-001";0;"f";"c";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;5349658;5327190;22468;99.58;0.42
"2-1-1";"002-001-001";"2-1";"002-001";1;"f";"c";"Podzadanie 2.1.1";"Bezpieczeństwo wewnętrzne państwa";;;;141398;141341;57;99.96;0.04
"2-1-1-1";"002-001-001-001";"2-1-1";"002-001-001";0;"f";"d";"Cel";"Zapewnienie bezpieczeństwa obywateli poprzez ograniczenie liczby przestępstw (w tym przestępstw drogowych)";"42";;;;;;;
"2-1-1-1";"002-001-001-001";"2-1-1";"002-001-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;141398;141341;57;99.96;0.04
"2-1-1-1-1";"002-001-001-001-001";"2-1-1-1";"002-001-001-001";0;"t";"e";"Miernik";"Liczba postępowań wszczętych ogółem (w tym przestępstw drogowych) w bieŜącym roku do liczby postępowań wszczętych ogółem (w tym przestępstw drogowych) w analogicznym okresie roku poprzedniego x 100%";"42";"100%";"osiągięcie dynamiki <100%";;;;;
"2-1-1-1-1";"002-001-001-001-001";"2-1-1-1";"002-001-001-001";1;"f";"e";"Cel";"Poprawa bezpieczeństwa wewnętrznego";"42";;;;;;;
"2-1-1-1-1-1";"002-001-001-001-001-001";"2-1-1-1-1";"002-001-001-001-001";1;"t";"f";"Miernik";"Bezwzględna liczba uŜytkowników w Centralnych Systemach Informatycznych (SIS/VIS/KCIK)";"42";"210000";"utrzymanie";;;;;
"2-1-1-2";"002-001-001-002";"2-1-1";"002-001-001";1;"f";"d";"Dysponent";"Agencja Bezpieczeństwa Wewnętrznego";"57";;;500697;500697;0;100;0
"2-1-1-2-1";"002-001-001-002-001";"2-1-1-2";"002-001-001-002";1;"f";"e";"Cel";"Poprawa bezpieczeństwa wewnętrznego";"57";;;;;;;
"2-1-1-2-1-1";"002-001-001-002-001-001";"2-1-1-2-1";"002-001-001-002-001";1;"t";"f";"Miernik";"BieŜące monitorowanie - wartość logiczna tak(1)/ nie (0)";"57";"1";"1";;;;;
"2-1-2";"002-001-002";"2-1";"002-001";0;"f";"c";"Dysponent";"Agencja Bezpieczeństwa Wewnętrznego";"57";;;500697;500697;0;100;0
"2-1-2";"002-001-002";"2-1";"002-001";1;"f";"c";"Podzadanie 2.1.2";"Bezpieczeństwo najwaŜniejszych osób, obiektów i urządzeń w państwie";;;;200298;200298;0;100;0
"2-1-2-1";"002-001-002-001";"2-1-2";"002-001-002";0;"f";"d";"Cel";"Zapewnienie bezpieczeństwa obywateli";"57";;;;;;;
"2-1-2-1";"002-001-002-001";"2-1-2";"002-001-002";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;200298;200298;0;100;0
"2-1-2-1-1";"002-001-002-001-001";"2-1-2-1";"002-001-002-001";0;"t";"e";"Miernik";"BieŜące monitorowanie - wartość logiczna tak (1)/ nie (0)";"57";"1";"1";;;;;
"2-1-2-1-1";"002-001-002-001-001";"2-1-2-1";"002-001-002-001";1;"f";"e";"Cel";"Zapewnienie bezpieczeństwa związanego z ochroną najwaŜniejszych osób, obiektów i urządzeń w państwie";"42";;;;;;;
"2-1-2-1-1-1";"002-001-002-001-001-001";"2-1-2-1-1";"002-001-002-001-001";1;"t";"f";"Miernik";"Wskaźnik sprawności działania BOR";"42";"100%";"100%";;;;;
"2-1-3";"002-001-003";"2-1";"002-001";0;"f";"c";"Dysponent";"Wojewodowie";"85";;;1116;1116;0;100;0
"2-1-3";"002-001-003";"2-1";"002-001";1;"f";"c";"Podzadanie 2.1.3";"Funkcjonowanie słuŜby prewencyjnej";;;;4282966;4263765;19201;99.55;0.45
"2-1-3-1";"002-001-003-001";"2-1-3";"002-001-003";0;"f";"d";"Cel";"Poprawa bezpieczeństwa w województwie";"85";;;;;;;
"2-1-3-1";"002-001-003-001";"2-1-3";"002-001-003";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;4282966;4263765;19201;99.55;0.45
"2-1-3-1-1";"002-001-003-001-001";"2-1-3-1";"002-001-003-001";0;"t";"e";"Miernik";"Wskaźnik wykrywalności przestępczości";"85";"-";"72,9%";;;;;
"2-1-3-1-1";"002-001-003-001-001";"2-1-3-1";"002-001-003-001";1;"f";"e";"Cel";"Ograniczenie liczby przestępstw, bezpośrednio rzutujących na ocenę skuteczności działań Policji tj: bójka/ pobicie, przestępstwa rozbójnicze, kradzieŜ z włamaniem, kradzieŜ cudzej rzeczy (w tym - samochodu), uszczerbek na zdrowiu, uszkodzenie mienia";"42";;;;;;;
"2-1-3-1-1-1";"002-001-003-001-001-001";"2-1-3-1-1";"002-001-003-001-001";1;"t";"f";"Miernik";"Liczba postępowań wszczętych w kategoriach przestępstw: bójka lub pobicie, przestępstwa rozbójnicze, kradzieŜ z włamaniem, kradzieŜ cudzej rzeczy (w tym kradzieŜ samochodu), uszczerbek na zdrowiu, uszkodzenie mienia";"42";"100%";"osiągnięcie dynamiki <100%";;;;;
"2-1-4";"002-001-004";"2-1";"002-001";1;"f";"c";"Podzadanie 2.1.4";"Funkcjonowanie słuŜby ruchu drogowego";;;;715966;712756;3210;99.55;0.45
"2-1-4-1";"002-001-004-001";"2-1-4";"002-001-004";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;715966;712756;3210;99.55;0.45
"2-1-4-1-1";"002-001-004-001-001";"2-1-4-1";"002-001-004-001";1;"f";"e";"Cel";"Poprawa bezpieczeństwa w ruchu drogowym";"42";;;;;;;
"2-1-4-1-1-1";"002-001-004-001-001-001";"2-1-4-1-1";"002-001-004-001-001";1;"t";"f";"Miernik";"Procentowy udział policjantów ruchu drogowego pełniących słuŜbę bezpośrednio na drodze";"42";"42,59%";"utrzymanie";;;;;
"2-1-5";"002-001-005";"2-1";"002-001";1;"f";"c";"Podzadanie 2.1.5";"Działania na rzecz poprawy bezpieczeństwa powszechnego i porządku publicznego";;;;9030;9030;0;100;0
"2-1-5-1";"002-001-005-001";"2-1-5";"002-001-005";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;9030;9030;0;100;0
"2-1-5-1-1";"002-001-005-001-001";"2-1-5-1";"002-001-005-001";1;"f";"e";"Cel";"Zapewnienie realizacji zadań mających na celu poprawę bezpieczeństwa powszechnego i porządku publicznego oraz zapobiegania przestępczości i aspołecznym zachowaniom.";"42";;;;;;;
"2-1-5-1-1-1";"002-001-005-001-001-001";"2-1-5-1-1";"002-001-005-001-001";1;"t";"f";"Miernik";"Liczba realizowanych działań na rzecz poprawy bezpieczeństwa powszechnego i porządku publicznego oraz zapobiegania przestępczości i aspołecznym zachowaniom.";"42";"28";"25";;;;;
"2-1-5-2";"002-001-005-002";"2-1-5";"002-001-005";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;1116;1116;0;100;0
"2-1-5-2-1";"002-001-005-002-001";"2-1-5-2";"002-001-005-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"2-1-5-2-1-1";"002-001-005-002-001-001";"2-1-5-2-1";"002-001-005-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"2-2";"002-002";"2";"002";;"f";"b";"Zadanie 2.2";"Redukowanie przestępczości";;;;2920184;2907093;13091;99.55;0.45
"2-2-1";"002-002-001";"2-2";"002-002";0;"f";"c";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;2920184;2907093;13091;99.55;0.45
"2-2-1";"002-002-001";"2-2";"002-002";1;"f";"c";"Podzadanie 2.2.1";"Funkcjonowanie słuŜby kryminalnej";;;;2920184;2907093;13091;99.55;0.45
"2-2-1-1";"002-002-001-001";"2-2-1";"002-002-001";0;"f";"d";"Cel";"Usprawnienie procesu wykrywania przestępstw";"42";;;;;;;
"2-2-1-1";"002-002-001-001";"2-2-1";"002-002-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;2920184;2907093;13091;99.55;0.45
"2-2-1-1-1";"002-002-001-001-001";"2-2-1-1";"002-002-001-001";0;"t";"e";"Miernik";"Wskaźnik wykrywalności przestępstw ogółem: liczba przestępstw wykrytych przez ogólną liczbę przestępstw stwierdzonych (wyraŜony w %)";"42";"68,30%";"68%";;;;;
"2-2-1-1-1";"002-002-001-001-001";"2-2-1-1";"002-002-001-001";1;"f";"e";"Cel";"Skuteczne wykrywanie popełnionych przestępstw w 7 wybranych kategoriach: bójka lub pobicie, przestępstwa rozbójnicze, kradzieŜ z włamaniem, kradzieŜ cudzej rzeczy (w tym kradzieŜ samochodu), uszczerbek na zdrowiu, uszkodzenie mienia";"42";;;;;;;
"2-2-1-1-1-1";"002-002-001-001-001-001";"2-2-1-1-1";"002-002-001-001-001";1;"t";"f";"Miernik";"Liczba przestępstw wykrytych do liczby przestępstw stwierdzonych w 7 wybranych kategoriach";"42";"35,60%";"utrzymanie";;;;;
"2-2-2";"002-002-002";"2-2";"002-002";0;"f";"c";"Dysponent";"Centralne Biuro Antykorupcyjne";"56";;;108039;108039;0;100;0
"2-2-2-1";"002-002-002-001";"2-2-2";"002-002-002";0;"f";"d";"Cel";"Zwalczanie korupcji w Ŝyciu publicznym i gospodarczym";"56";;;;;;;
"2-2-2-1-1";"002-002-002-001-001";"2-2-2-1";"002-002-002-001";0;"t";"e";"Miernik";"Indeks Percepcji Korupcji";"56";"42";">4,2";;;;;
"2-2-3";"002-002-003";"2-2";"002-002";1;"f";"c";"Podzadanie 2.2.3";"Zwalczanie korupcji";;;;108039;108039;0;100;0
"2-2-3-1";"002-002-003-001";"2-2-3";"002-002-003";1;"f";"d";"Dysponent";"Centralne Biuro Antykorupcyjne";"56";;;108039;108039;0;100;0
"2-2-3-1-1";"002-002-003-001-001";"2-2-3-1";"002-002-003-001";1;"f";"e";"Cel";"Zmniejszenie poziomu korupcji";"56";;;;;;;
"2-2-3-1-1-1";"002-002-003-001-001-001";"2-2-3-1-1";"002-002-003-001-001";1;"t";"f";"Miernik";"Liczba przedstawionych zarzutów na podstawie materiałów CBA";"56";"387";">500";;;;;
"2-3";"002-003";"2";"002";;"f";"b";"Zadanie 2.3";"StrzeŜenie praworządności i czuwanie nad ściganiem przestępstw przez prokuraturę";;;;40859;40859;0;100;0
"2-3-1";"002-003-001";"2-3";"002-003";0;"f";"c";"Dysponent";"Ministerstwo Obrony Narodowej";"29";;;40859;40859;0;100;0
"2-3-1";"002-003-001";"2-3";"002-003";1;"f";"c";"Podzadanie 2.3.1";"Przygotowanie postępowania przygotowawczego i procesowego";;;;40859;40859;0;100;0
"2-3-1-1";"002-003-001-001";"2-3-1";"002-003-001";0;"f";"d";"Cel";"Zagwarantowanie bezpieczeństwa państwa i obywateli";"29";;;;;;;
"2-3-1-1";"002-003-001-001";"2-3-1";"002-003-001";1;"f";"d";"Dysponent";"Ministerstwo Obrony Narodowej";"29";;;40859;40859;0;100;0
"2-3-1-1-1";"002-003-001-001-001";"2-3-1-1";"002-003-001-001";0;"t";"e";"Miernik";"Odsetek spraw załatwionych w terminie do trzech miesięcy w stosunku do ogólnej liczby spraw";"29";"75,60%";"76,10%";;;;;
"2-3-1-1-1";"002-003-001-001-001";"2-3-1-1";"002-003-001-001";1;"f";"e";"Cel";"Zapewnienie moŜliwości osądzenia sprawców przestępstw";"29";;;;;;;
"2-3-1-1-1-1";"002-003-001-001-001-001";"2-3-1-1-1";"002-003-001-001-001";1;"t";"f";"Miernik";"Odsetek spraw zakończonych skargą prokuratorską (akt oskarŜenia, wniosek o warunkowe umorzenie, wniosek o ukaranie za wykroczenie) w stosunku do ogólnej liczby spraw";"29";"73,70%";"74,20%";;;;;
"2-3-1-2";"002-003-001-002";"2-3-1";"002-003-001";1;"f";"d";"Dysponent";"Prokuratura Generalna";"88";;;967921;967921;0;100;0
"2-3-1-2-1";"002-003-001-002-001";"2-3-1-2";"002-003-001-002";1;"f";"e";"Cel";"Poprawa sprawności i skuteczności zwalczania przestępstw";"88";;;;;;;
"2-3-1-2-1-1";"002-003-001-002-001-001";"2-3-1-2-1";"002-003-001-002-001";1;"t";"f";"Miernik";"Wskaźnik skuteczności ścigania";"88";"835";"835";;;;;
"2-3-2";"002-003-002";"2-3";"002-003";0;"f";"c";"Dysponent";"Prokuratura Generalna";"88";;;1025234;1025234;0;100;0
