"numer";"funkcja_zadanie";"podzadanie";"dysponent";"czesc";"cel";"miernik_nazwa";"miernik_wartosc_bazowa";"miernik_wartosc_rok_obec";"ogolem";"budzet_panstwa";"budzet_srodkow_europejskich"
"2.3";;;"Ministerstwo Sprawiedliwości";"37";"Zagwarantowanie bezpieczeństwa państwa i obywateli";"Odsetek obywateli pozytywnie oceniający pracę Prokuratury";"37";"-";0;0;0
"2.3";;;;"37";;"Wskaźnik czasu trwania postępowań";"0,90";"-";;;
"2.3";;;;"37";;"Wskaźnik skuteczności ściągania";"82,50";"-";;;
"2.3";;;;"37";;"Liczba prokuratur, w których wprowadzono do systemu SIP nowe funkcjonalności wspomagające";"415";"-";;;
"2.3";;;"Prokuratura Generalna";"88";"Zagwarantowanie bezpieczeństwa państwa i obywateli";"Wskaźnik czasu trwania postępowań (w miesiącach)";"0,89";"0,89";1546259;1546259;0
"2.3";;;;"88";;"Wskaźnik skuteczności ścigania";"82,7";"82,7";;;
"2.3.1";;"2.3.1. Przygotowanie postępowania przygotowawczego i procesowego";"Ministerstwo Obrony Narodowej";"29";"Zapewnienie możliwości osądzenia sprawców przestępstw";"Odsetek spraw zakończonych skargą prokuratorską (akt oskarżenia, wniosek o warunkowe umorzenie, wniosek o ukaranie za wykroczenie) w stosunku do ogólnej liczby spraw";"77%";"79%";39276;39276;0
"2.3.1";;;"Ministerstwo Sprawiedliwości";"37";"Poprawa sprawności i skuteczności zwalczania przestępstw";"Wskaźnik skuteczności ściągania";"82,50";"-";0;0;0
"2.3.1";;;"Prokuratura Generalna";"88";"Zapewnianie możliwości osądzenia sprawców przestępstw";"Wskaźnik czasu trwania postępowań";"0,89";"0,89";1429207;1429207;0
"2.3.2";;"2.3.2. Zwalczanie przestępczości zorganizowanej";"Prokuratura Generalna";"88";"Poprawa sprawności i skuteczności zwalczania przestępczości zorganizowanej";"Skuteczność ścigania";"82,7";"82,7";39380;39380;0
"2.3.3";;"2.3.3. Realizacja zadań Prokuratora Generalnego w postępowaniach przed SN, TK, NSA oraz innych przewidzianych w ustawach";"Ministerstwo Sprawiedliwości";"37";"Zapewnianie realizacji procesowych i pozaprocesowych uprawnień Prokuratora Generalnego";"Liczba spraw rozpatrywanych przez TK, SN i NSA z udziałem Prokuratora Generalnego";"8994";"-";0;0;0
"2.3.3";;;"Prokuratura Generalna";"88";"Zapewnianie realizacji procesowych i pozaprocesowych uprawnień Prokuratora Generalnego";"Liczba spraw rozpatrywanych przez TK, SN i NSA z udziałem Prokuratora Generalnego";"-";"-";77672;77672;0
"2.4";"2.4. Ochrona przeciwpożarowa, działalność ratowniczo-gaśnicza oraz zapobiegawcza";;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnienie funkcjonowania systemu ratowniczego oraz poprawa skuteczności przeciwdziałania zagrożeniom";"Procent interwencji, w których straż pożarna dotarła na miejsce zdarzenia w czasie krótszym niż 15 minut";"70";"75";156952;156882;70
"2.4";;;;"42";;"Liczba ćwiczeń regionalnych udoskonalających organizację i funkcjonowanie zasobów ratowniczych centralnego odwodu operacyjnego";"nie mniej niż 4";"nie mniej niż 4";;;
"2.4";;;;"42";;"Optymalne rozmieszczenie jednostek KSRG";"3812";"3912";;;
"2.4";;;"Wojewodowie";"85";"Zapobieganie i minimalizowanie skutków pożarów, zagrożeń miejscowych i klęsk żywiołowych";"Odsetek ilości zdarzeń duzych i średnich w ogólnej liczbe zdarzeń z udziałem KSRG";"7,02%";"7,5%";2011949;2011949;0
"2.4";;;;"85";;"Ocena poziomu skuteczności działań ratowniczych";"85%";"96%";;;
"2.4.1";;"2.4.1. Działalność ratowniczo-gaśnicza";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnienie sprawności funkcjonowania krajowego systemu ratowniczo-gaśniczego oraz systemu powiadamiania ratunkowego";"Liczba OSP włączonych do systemu KSRG";"3745";"3812";143111;143111;0
"2.4.1";;;"Wojewodowie";"85";"-";"-";"-";"-";1947882;1947882;0
"2.4.2";;"2.4.2. Działalność ratownictwa górskiego i wodnego";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnienie sprawności działań jednostek ratowniczych";"Liczba ofiar śmiertelnych w stosunku do ogólnej liczby interwencji";"4,74 %";"4,73 %";12454;12454;0
"2.4.3";;"2.4.3. Rozpoznawanie zagrożeń";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapobieganie zagrożeniom pożarowym i innym zagrożeniom oraz przeciwdziałanie awariom przemysłowym";"Liczba przeprowadzonych kontroli w podległych jednostkach organizacyjnych PSP";"4";"4";1271;1201;70
"2.4.3";;;"Wojewodowie";"85";"-";"-";"-";"-";64039;64039;0
"2.4.4";;"2.4.4. Program wieloletni ``Program modernizacji Policji, Straży Granicznej, Państwowej Straży Pożarnej i Biura Ochrony Rządu w latach 2007-2011``";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Poprawa bazy i wyposażenia sprzętowego niezbędnego dla prawidłowego funkcjonowania jednostek PSP";"Wskaźnik modernizacji Państwowej Straży Pożarnej";"76%";"60%";116;116;0
"2.4.4";;;"Wojewodowie";"85";"-";"-";"-";"-";28;28;0
"2.5";"2.5.  Zarządzanie kryzysowe i obrona cywilna";;"Ministerstwo Finansów";"19";"Zapewnianie sprawnego realizowania zadań obrony cywilnej oraz zarządzania kryzysem";"Procent przeszkolonych pracowników MF w stosunku do zaplanowanych";"100";"100";227;227;0
"2.5";;;;"19";;"Procent wydatkowanych środków finansowych na zakup sprzętu w stosunku do kwoty zaplanowanej ";"100";"100";;;
"2.5";;;"Ministerstwo Środowiska";"41";"Zapewnianie sprawnego realizowania zadań obrony cywilnej oraz zarządzania kryzysem";"Liczba przeprowadzonych szkoleń";"1";"2";83;83;0
"2.5";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnianie sprawnego realizowania zadań obrony cywilnej oraz zarządzania kryzysem";"Liczba przeprowadzonych przedsięwzięć";"7";"8";10495;10495;0
"2.5";;;"Wojewodowie";"85";"Zapewnianie sprawnego i skutecznego działania wszystkich podmiotów zarządzania i reagowania kryzysowego oraz poprawa bezpieczeństwa na obszarze województwa";"Ocena współdzialania, ocena sprawoności i skuteczności działania podmiotów zarządzania kryzysowego oraz ocena funkcjonowania wojewódzkiego systemu łaczności w sytuacjach kryzysowych (w skali 1-5)";"3,5";"4";34736;34736;0
"2.5.1";;"2.5.1. Koordynacja przedsięwzięć z zakresu zarządzania kryzysowego";"Ministerstwo Środowiska";"41";"Poprawa skuteczności systemu zarządzania kryzysowego przez organy administracji publicznej";"Liczba przeprowadzonych szkoleń";"0";"1";42;42;0
"2.5.1";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Poprawa skuteczności systemu zarządzania kryzysowego przez organy administracji publicznej";"Liczba opracowanych informacji (raportów), analiz i prognoz";"100";"300";7052;7052;0
"2.5.1";;;"Wojewodowie";"85";"-";"-";"-";"-";18143;18143;0
"2.5.2";;"2.5.2. Przeciwdziałanie i usuwanie skutków klęsk żywiołowych";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Budowa, odbudowa, modernizacja i remont infrastruktury technicznej zniszczonej lub uszkodzonej w wyniku klęsk żywiołowych oraz infrastruktury technicznej służącej zapobieganiu lub minimalizowaniu skutków klęsk żywiołowych";"-";"-";"-";1457;1457;0
"2.5.2";;;"Wojewodowie";"85";"-";"-";"-";"-";0;0;0
"2.5.3";;"2.5.3. Obrona cywilna";"Ministerstwo Finansów";"19";"Zapewnianie sprawnego realizowania zadań obrony cywilnej i ochrony ludności";"Procent przeszkolonych pracowników MF w stosunku do zaplanowanych ";"100%";"100%";227;227;0
"2.5.3";;;"Ministerstwo Środowiska";"41";"Zapewnianie sprawnego realizowania zadań obrony cywilnej i ochrony ludności";"Liczba przeprowadzonych szkoleń";"1";"1";41;41;0
"2.5.3";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnianie sprawnego realizowania zadań obrony cywilnej i ochrony ludności";"Liczba przeprowadzonych przedsięwzięć";"7";"8";1986;1986;0
"2.5.3";;;"Wojewodowie";"85";"-";"-";"-";"-";16593;16593;0
"2.6";"2.6. Ochrona granicy państwowej i kontrola ruchu granicznego";;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnianie bezpieczeństwa granicy zewnętrznej UE i terytorium RP oraz skutecznej kontroli granicznej";"Wartość ujawnionych przez Straż Graniczną towarów pochodzących z przemytu, kradzieży lub nielegalnej produkcji";"90 mln zł";"99 mln zł";1239254;1239254;0
"2.6";;;;"42";;"Procent skarg zasadnych na działalność służbową funkcjonariuszy SG";"6";"10";;;
"2.6";;;;"42";;"Procentowy stosunek czynności administracyjnych w odniesieniu do cudzoziemców zleconych przez wojewodów oraz inne organy do ilości przeprowadzonych";"100";"100";;;
"2.6";;;"Wojewodowie";"85";"Zapewnianie bezpieczeństwa granicy zewnętrznej UE i terytorium RP oraz skutecznej kontroli granicznej";"Średni czas oczekiwania na odprawę";"30 min";"30 min";188119;188119;0
"2.6.1";;"2.6.1. Ochrona granicy państwowej";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnianie skutecznej ochrony granicy państwowej";"Procent długości granicy zewnętrznej UE ochranianej przez Straż Graniczną przy wykorzystaniu stacjonarnych i mobilnych systemów nadzoru";"53,45%";"68,1%";502964;502964;0
"2.6.2";;"2.6.2. Kontrola ruchu granicznego";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Poprawa realizacji zadań z zakresu kontroli granicznej";"Procentowy stosunek ilości ujawnionych czynności zleconych przez uprawnione organy do prawidłowo zrealizowanych";"99,89%";"co najmniej 99%";330499;330499;0
"2.6.3";;"2.6.3. Zapobieganie nielegalnej migracji";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Ograniczenie liczby osób przebywających nielegalnie na terytorium RP";"Liczba cudzoziemców, którym Straż Graniczna zorganizowała powrót do kraju trzeciego do ilości osób, którym wydano decyzje o wydaleniu lub zobowiązaniu";"87%";"co najmniej 80%";293973;293973;0
"2.6.4";;"2.6.4. Budowa i utrzymanie przejść granicznych";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"-";"-";"-";"-";299;299;0
"2.6.4";;;"Wojewodowie";"85";"-";"-";"-";"-";188119;188119;0
"2.6.5";;"2.6.5. Rozpoznawanie, zapobieganie i wykrywanie przestępstw oraz ściganie ich sprawców, w zakresie właściwości SG";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnienie sprawnych działań dotyczących zwalczania przestępczości pozostających w zakresie właściwości Straży Granicznej";"Procent zakończonych do prowadzonych postępowań przez Straż Graniczną w danym roku";"93%";"co najmniej 90%";98548;98548;0
"2.6.6";;"2.6.6. Program wieloletni ``Program modernizacji Policji, Straży Granicznej, Państwowej Straży Pożarnej i Biura Ochrony Rządu w latach 2007-2011``";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Poprawa sprawności działań Straży Granicznej";"Wskaźnik modernizacji Straży Granicznej";"40,3%";"100%";12971;12971;0
"2.7";"2.7. Informatyzacja działalności i budowa społeczeństwa informacyjnego";;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zwiększenie bezpieczeństwa publicznego poprzez dostosowanie wybranych systemów krajowych do systemów Unii Europejskiej dla potrzeb ochrony granic UE";"Liczba organów administracji publicznej podłączonych do systemu VIS";"0";"20";62989;62989;0
"2.7.1";;"2.7.1. Utrzymanie systemów informatycznych";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnienie sprawnego działania systemów informatycznych";"Ilość zakupionych serwisów pogwarancyjnych na sprzęt oraz aktualizacji oprogramowania standardowego do ilości zaplanowanych zakupów";"100%";"100%";61198;61198;0
"2.7.2";;"2.7.2. Budowa i wdrożenie rozwiązań informatycznych";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zwiększenie bezpieczeństwa publicznego poprzez dostosowanie wybranych systemów krajowych do systemów Unii Europejskiej dla potrzeb ochrony granic UE";"Liczba organów administracji publicznej podłączonych do systemu VIS";"0";"20";1791;1791;0
"3";"FUNKCJA 3. EDUKACJA, WYCHOWANIE I OPIEKA";;;;;;;;14379196;13362812;1016384
"3.1";"3.1. Edukacja i wychowanie";;"Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu";"13";"Upowszechnianie wiedzy o najnowszej historii Polski";"Ilość przedsięwzięć";"806";"1916";55198;55198;0
"3.1";;;"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";"Podnoszenie jakości oraz efektywności kształcenia i wychowania";"Liczba absolwentów / liczba uczniów, którzy rozpoczęli naukę (%)";"87";"88";648501;648501;0
"3.1";;;"Ministerstwo Edukacji Narodowej";"30";"Podnoszenie jakości oraz efektywności kształcenia i wychowania";"Liczba  absolwentów poszczególnych typów  szkół ponadgimnazjalnych przystępujących odpowiednio do egzaminu potwierdzającego kwalifikacje zawodowe (1) lub maturalnego (2)  w stosunku do  liczby absolwentów poszczególnych typów szkół ponadgimnazjalnych (%)";"1) 87
2) 93";"1) 89
2) 91";700656;359451;341205
"3.1";;;"Ministerstwo Pracy i Polityki Społecznej";"31";"-";"-";"-";"-";125810;125810;0
"3.1";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Podnoszenie jakości oraz efektywności kształcenia i wychowania";"Liczba uczniów i słuchaczy kształcących się w szkołach i placówkach rolniczych";"13013";"14300";178291;161438;16853
"3.1";;;;"32";;"Liczba nauczycieli szkół i placówek rolniczych";"1784";"1600";;;
"3.1";;;;"32";;"Liczba realizowanych zadań z zakresu wspierania rozwoju i edukacji młodzieży wiejskiej";"5";"5";;;
"3.1";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Podniesienie wiedzy i umiejętności nauczycieli w zakresie zrównoważonego rozwoju obszarów wiejskich";"Liczba szkół rolniczych korzystających ze wsparcia CDR w zakresie doskonalenia poziomu jakości i kształcenia kadr (w szt.)";"38";"45";14;14;0
"3.1";;;"Ministerstwo Rozwoju Regionalnego";"34";"Podnoszenie jakości oraz efektywności kształcenia i wychowania";"Liczba pracowników wymiaru sprawiedliwości przeszkolonych w ramach projektu";"2418";"4788";3201;337;2864
"3.1";;;"Ministerstwo Sprawiedliwości";"37";"Zapewnienie dostępności do edukacji na różnych poziomach i o różnych profilach, poprzez przygotowanie do zaw. i doskonalenie zaw. sędziów, prokuratorów, asesorów, referendarzy sądowych, asystentów, zaw. kuratorów sądowych oraz urzędników sądów i prokur.";"Liczba osób, które skorzystały z form doskonalenia i przygotowania zawodowego prowadzonego przez KSSiP w okresie sprawozdawczym";"12763";"13400";40310;40310;0
"3.1";;;"Ministerstwo Środowiska";"41";"Podnoszenie jakości oraz efektywności kształcenia i wychowania";"Liczba osób uprawnionych do wynagrodzenia wynikająca z liczby osób pobierających naukę";"706";"707";43868;43868;0
"3.1";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Podnoszenie jakości oraz efektywności kształcenia i wychowania";"Liczba organizowanych szkoleń";"208";"180";27374;27374;0
"3.1";;;"Ministerstwo Zdrowia";"46";"Podnoszenie jakości oraz efektywności kształcenia i wychowania";"Liczba przeszkolonych osób kadr medycznych";"474";"18059";46275;11889;34386
"3.1";;;"Wojewodowie";"85";"Poprawa jakości kształcenia";"Procent szkół, w których średni wynik egzaminu gimnazjalnego albo sprawdzianu mieści się w staninach 7-9";"29,5%";"23%";60129;60129;0
"3.1.1";;"3.1.1. Zarządzanie i nadzór nad systemem edukacji i wychowania";"Ministerstwo Edukacji Narodowej";"30";"Podniesienie jakości pracy szkół i placówek oświatowych poprzez prowadzenie nowoczesnej polityki edukacyjnej";"Liczba, programów badawczych, w których Polska bierze udział z inicjatywy MEN";"10";"10";136301;83847;52454
"3.1.1";;;"Wojewodowie";"85";"Podniesienie jakości pracy szkół i placówek oświatowych";"Stosunek liczby pozytywnie ocenionych szkół i placówek do liczby szkół i placówek skontrolowanych";"-";"-";9134;9134;0
"3.1.2";;"3.1.2. Kształcenie ogólne, zawodowe i ustawiczne";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";"Dostosowanie kształcenia ogólnego, zawodowego i ustawicznego do potrzeb rynku pracy";"Ilość wyróżnień i nagród przyznanych uczniom na przesłuchaniach, przeglądach i w konkursach / rok poprzedni (%)";"101,79";"102,39";605793;605793;0
"3.1.2";;;"Ministerstwo Edukacji Narodowej";"30";"Dostosowanie kształcenia ogólnego, zawodowego i ustawicznego do potrzeb rynku pracy";"Wydanie dyplomów potwierdzających kwalifikacje zawodowe i świadectw dojrzałości w stosunku do liczby uczniów przystępujących do danego egzaminu (%)";"63,1";"66,0";16938;4061;12877
"3.1.2";;;"Ministerstwo Pracy i Polityki Społecznej";"31";"-";"-";"-";"-";88067;88067;0
"3.1.2";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Dostosowanie kształcenia ogólnego, zawodowego i ustawicznego do potrzeb rynku pracy";"Liczba uczniów i słuchaczy kształcących się w szkołach i placówkach rolniczych";"13013";"14300";176120;159267;16853
"3.1.2";;;"Ministerstwo Rozwoju Regionalnego";"34";"Dostosowanie kształcenia ogólnego, zawodowego i ustawicznego do potrzeb rynku pracy";"Liczba pracowników wymiaru sprawiedliwości przeszkolonych w ramach projektu";"2418";"4788";3201;337;2864
"3.1.2";;;"Ministerstwo Sprawiedliwości";"37";"Dostosowanie kształcenia ogólnego, zawodowego i ustawicznego do potrzeb rynku pracy";"Liczba osób, które skorzystały z form doskonalenia i przygotowania zawodowego prowadzonego przez KSSiP w okresie sprawozdawczym";"12763";"13400";40310;40310;0
"3.1.2";;;"Ministerstwo Środowiska";"41";"Dostosowanie kształcenia zawodowego do potrzeb rynku";"Liczba nauczycieli, pracowników administracji i obsługi uprawnionych do wynagrodzenia";"706";"707";38192;38192;0
"3.1.2";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Podnoszenie kwalifikacji zawodowych";"Średnioroczna liczba uczestników studiów podyplomowych, szkoleń zawodowych oraz kursów specjalistycznych organizowanych centralnie";"884";"800";27374;27374;0
"3.1.2";;;"Ministerstwo Zdrowia";"46";"Dostosowanie kształcenia ogólnego, zawodowego i ustawicznego do potrzeb rynku pracy";"Liczba pielęgniarek i położnych, które ukończyły studia pomostowe";"437";"14592";41745;7359;34386
"3.1.2";;;"Wojewodowie";"85";"Podnoszenie kwalifikacji zawodowych";"1. Liczba uczniów i słuchaczy, którzy uzyskują kwalifikacje zawodowe w formach szkolnych i pozaszkolnych
2. Odsetek osób skierowanych do odbycia szkolenia specjalizacyjnego";"-";"-";7369;7369;0
